노드링크 유형,시군구명,읍면동명,위도,경도
LINK,노원구,상계동,37.682357875,127.05561241
LINK,노원구,상계동,37.653049828,127.06780623
LINK,노원구,공릉동,37.61861778,127.0784061
NODE,노원구,상계동,37.664532755,127.058167
LINK,노원구,상계동,37.664603567,127.06499415
LINK,노원구,상계동,37.667842949,127.06699639
LINK,노원구,중계동,37.657277991,127.07667131
LINK,노원구,중계동,37.654702121,127.07817031
NODE,노원구,중계동,37.643205599,127.07159379
NODE,노원구,공릉동,37.627407007,127.06913857
LINK,노원구,상계동,37.661882564,127.07417084
LINK,노원구,상계동,37.658313404,127.0695888
NODE,노원구,중계동,37.641621111,127.06824538
LINK,노원구,월계동,37.623827143,127.0682728
LINK,노원구,중계동,37.641289033,127.06582962
NODE,노원구,상계동,37.654416066,127.06034623
LINK,노원구,중계동,37.65799204,127.07510581
