학원명,주소,Latitude,Longitude,정원합계,일시수용능력인원합계
엠에스씨수학학원,서울특별시 강남구 영동대로50길 10,37.4985403,127.0699374,70,140
수학마루교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,15,5
뉴(NEW)이선생수학전문학원,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,220,84
스페인어세계통역학원,서울특별시 강남구 강남대로110길 24,37.5036914,127.0267793,216,72
노바(NOVA)수학학원,서울특별시 강남구 개포로 615,37.4926936,127.0756284,47,125
생생수리논술학원,서울특별시 강남구 삼성로64길 51,37.5011262,127.0644719,82,80
개인별맞춤수학교습소,서울특별시 강남구 삼성로 324,37.5008476,127.0601302,75,5
펨토스에듀학원,서울특별시 강남구 역삼로 552,37.5044438,127.0634946,75,156
라하잉글리시강남개포직영학원,서울특별시 강남구 개포로 615,37.4926936,127.0756284,224,50
리드101대치영어학원,서울특별시 강남구 도곡로 531,37.5003212,127.0644992,1000,93
이피에스그룹어학원,서울특별시 강남구 압구정로 104,37.5225127,127.0200354,45,75
에스씨수학학원,서울특별시 강남구 삼성로58길 29,37.4992421,127.0635885,210,116
일대일수학교습소,서울특별시 강남구 남부순환로 2921,37.4936059,127.0597001,28,4
사이버제이엘에스원격학원,서울특별시 강남구 영동대로 227,37.4994104,127.067582,228,900
비앤알에듀케이션학원,서울특별시 강남구 논현로 816,37.5212749,127.0284551,283,163
별나무미술교습소,서울특별시 강남구 압구정로29길 68,37.5319756,127.0285632,7,7
지스트수학전문학원,서울특별시 강남구 남부순환로363길 12-53,37.4866201,127.0388676,30,44
영독대치캠퍼스어학원,서울특별시 강남구 남부순환로 2942,37.4935818,127.0623994,900,200
리터니손민국어교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,9,9
아트움미술교습소,서울특별시 강남구 개포로124길 17,37.493646,127.0831226,4,9
미래의학원,서울특별시 강남구 삼성로 350-5,37.5029035,127.0594249,847,180
귀큰여우창작소미술학원,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,12,36
날개달기국어교습소,서울특별시 강남구 도곡로 173,37.491876,127.0382922,3,8
정현영어학원,서울특별시 강남구 도곡로 405,37.4974385,127.0546376,40,72
그루샘수학보습학원,서울특별시 강남구 도곡로 451,37.4988842,127.0597528,180,157
에이비씨(ABC)항공승무원학원,서울특별시 강남구 논현로 416,37.4974247,127.0389213,1110,79
더블유에스이티코리아와인비전호텔관광학원,서울특별시 강남구 선릉로135길 12,37.5186941,127.0396592,312,104
강남커피바리스타학원,서울특별시 강남구 학동로47길 16,37.5177226,127.0386898,45,60
에이매쓰학원,서울특별시 강남구 언주로30길 10,37.4873616,127.0513255,12,75
압구정베블렌3관학원,서울특별시 강남구 압구정로 110,37.5229663,127.0209482,420,101
글과문장논술교습소,서울특별시 강남구 선릉로130길 20,37.5161513,127.0434365,24,8
케이지에듀원아이티뱅크강남학원,서울특별시 강남구 강남대로84길 16,37.4966779,127.0299896,3672,249
센텀수학학원,서울특별시 강남구 역삼로64길 26,37.4994478,127.0533138,60,85
ANC크루팩토리승무원학원,서울특별시 강남구 강남대로 584,37.513958,127.0206632,450,112
바로새김학원,서울특별시 강남구 삼성로 331,37.5011637,127.0593306,201,129
기준과학대치해법수학학원,서울특별시 강남구 삼성로57길 5,37.4980215,127.0606264,105,50
스페셜리스트국어논술전문학원,서울특별시 강남구 남부순환로 2936,37.4933573,127.0619092,232,103
이챕터스도곡학원,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,100,30
하이매쓰큐학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,112,50
페디아플러스대치학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,70,72
블루키대치어학원,서울특별시 강남구 삼성로 155,37.4938284,127.062941,210,151
만두쌤과특별한미술교습소,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,5,5
아르떼음악교습소,서울특별시 강남구 선릉로68길 27,37.4996155,127.0539702,15,5
에스와이액팅연기학원,서울특별시 강남구 봉은사로74길 15,37.5115428,127.0520441,107,77
로드맵학원,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,62,69
대치미래인학원,서울특별시 강남구 삼성로 341,37.5019016,127.0589304,490,84
이원학원,서울특별시 강남구 선릉로115길 33,37.5114869,127.040304,60,51
유패스학원,서울특별시 강남구 삼성로76길 16,37.5040636,127.0596603,8,76
대치두다국어학원,서울특별시 강남구 삼성로61길 16,37.4992621,127.0591244,188,91
한국글로벌널리지학원,서울특별시 강남구 언주로 425,37.5011085,127.0428933,760,63
아틈학원,서울특별시 강남구 봉은사로61길 12,37.5120285,127.0464417,24,24
제이앤케이(J&K)액팅연기학원,서울특별시 강남구 선릉로120길 13,37.5140836,127.0436857,8,49
에이플러스독서실,서울특별시 강남구 도곡로 183,37.49227,127.039393,370,74
나엘음악학원,서울특별시 강남구 헌릉로570길 34,37.4631419,127.1034644,60,24
