학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,어린이보호구역여부,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
제니퍼영어?수학학원,서울특별시 노원구 노원로 522,37.6612049,127.0610037,60,82,0.0,60.0,63.0,3313.0,28.0,81.0,4.0
이엔엠멘토보습학원,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,72,68,0.0,68.0,25.0,705.0,28.0,102.0,8.0
YBM시사잉글루학원,서울특별시 노원구 석계로9길 13,37.6173257,127.0634073,21,69,0.0,21.0,43.0,1394.0,26.0,12.0,6.0
이화영수학교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,36,4,0.0,4.0,78.0,3208.0,20.0,50.0,3.0
중계리드인독서논술교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,40,8,0.0,8.0,478.0,60177.0,59.0,76.0,2.0
강!수학교습소,서울특별시 노원구 섬밭로 287,37.6408062,127.0620278,12,4,0.0,4.0,44.0,2342.0,21.0,59.0,5.0
숨음악교습소,서울특별시 노원구 한글비석로24길 21,37.6619099,127.0718904,18,9,0.0,9.0,51.0,1876.0,71.0,77.0,10.0
유진영어교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,35,7,0.0,7.0,33.0,1165.0,38.0,33.0,6.0
이투스247강북학원,서울특별시 노원구 노원로 236,37.6391161,127.0751565,210,275,0.0,210.0,36.0,11792.0,28.0,45.0,4.0
수단비학원,서울특별시 노원구 화랑로 349,37.6153932,127.066658,30,74,0.0,30.0,23.0,986.0,18.0,9.0,2.0
노원위드피아노학원,서울특별시 노원구 상계로3길 21,37.6572049,127.0623355,601,46,0.0,46.0,92.0,18129.0,87.0,84.0,7.0
클라라음악교습소,서울특별시 노원구 덕릉로 591,37.6510441,127.0718403,55,9,0.0,9.0,326.0,28969.0,54.0,72.0,1.0
e해법수학셀파수학중계염광점수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,36,9,0.0,9.0,90.0,5282.0,49.0,66.0,5.0
공마연독서실,서울특별시 노원구 노원로34길 112,37.6639575,127.066305,315,101,0.0,101.0,70.0,2629.0,42.0,55.0,4.0
이앤엠(E&M)학원,서울특별시 노원구 수락산로 212,37.6708271,127.0553544,560,80,0.0,80.0,69.0,3384.0,30.0,39.0,5.0
더쌤(The Ssam)학원,서울특별시 노원구 동일로198길 10,37.6285642,127.0727285,164,71,0.0,71.0,30.0,11208.0,40.0,73.0,6.0
발해사탐사회교습소,서울특별시 노원구 중계로 198,37.6519314,127.0795434,30,6,0.0,6.0,384.0,55101.0,60.0,50.0,3.0
자연머리아카데미학원,서울특별시 노원구 동일로 1673,37.6778864,127.0548082,50,70,0.0,50.0,35.0,900.0,45.0,16.0,6.0
작은별바이올린교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,3,3,0.0,3.0,249.0,13783.0,37.0,58.0,0.0
유년의정원도자기미술교습소,서울특별시 노원구 동일로 1368,37.6507502,127.0619389,9,9,0.0,9.0,94.0,8905.0,70.0,40.0,5.0
인서울플래너수학교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,8,2,0.0,2.0,25.0,771.0,28.0,102.0,8.0
스터디뱅크상계독서실,서울특별시 노원구 노원로 558,37.6615829,127.0570969,85,136,0.0,85.0,68.0,1995.0,19.0,68.0,2.0
뿌리과학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,12,2,0.0,2.0,474.0,60237.0,57.0,74.0,2.0
대신영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,24,6,0.0,6.0,474.0,60233.0,57.0,74.0,2.0
참국어논술교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,3,0.0,3.0,474.0,60236.0,57.0,74.0,2.0
이레영어학원,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,24,68,0.0,24.0,94.0,3960.0,29.0,67.0,5.0
최태영영어교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,18,3,0.0,3.0,477.0,60328.0,57.0,77.0,2.0
에꼴(ecole)뮤직음악교습소,서울특별시 노원구 중계로 8길 29,37.6473305,127.0833006,88,8,0.0,8.0,56.0,2513.0,26.0,30.0,0.0
제이(J)음악교습소,서울특별시 노원구 노원로28길 9,37.6537412,127.0689054,25,7,0.0,7.0,88.0,14988.0,46.0,67.0,2.0
로보티즈키즈랩노원학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,120,102,0.0,102.0,466.0,59510.0,57.0,63.0,3.0
스카이독서실,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,138,138,0.0,138.0,44.0,2416.0,19.0,54.0,3.0
하계점와와학습코칭학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,432,93,0.0,93.0,36.0,11998.0,34.0,62.0,5.0
에듀맥스학원,서울특별시 노원구 한글비석로 363,37.6579097,127.0744272,168,74,0.0,74.0,73.0,4692.0,54.0,80.0,7.0
윤승기영어학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,30,73,0.0,30.0,478.0,60156.0,55.0,77.0,2.0
라온독서실,서울특별시 노원구 동일로198길 78,37.629665,127.075765,132,96,0.0,96.0,25.0,1498.0,41.0,56.0,6.0
애니포스만화학원,서울특별시 노원구 동일로 1379,37.6518002,127.0608789,326,114,0.0,114.0,87.0,9394.0,75.0,64.0,6.0
대진중국어학원,서울특별시 노원구 노해로75길 14-26,37.6545625,127.0588968,70,147,0.0,70.0,77.0,8287.0,84.0,63.0,6.0
뉴대원학원,서울특별시 노원구 동일로 1530,37.665073,127.0580605,140,99,0.0,99.0,99.0,3450.0,26.0,76.0,5.0
진영어교습소,서울특별시 노원구 덕릉로 804,37.6685946,127.0800143,81,9,0.0,9.0,18.0,543.0,20.0,34.0,6.0
그래이수학학원,서울특별시 노원구 중계로 220,37.6508775,127.0756868,100,116,0.0,100.0,470.0,59847.0,54.0,75.0,2.0
노승환의화학과학교습소,서울특별시 노원구 한글비석로 276,37.6518713,127.0777853,20,7,0.0,7.0,462.0,60336.0,65.0,77.0,3.0
이은아카데미학원,서울특별시 노원구 덕릉로115다길 66,37.6695145,127.0790147,40,44,0.0,40.0,18.0,512.0,20.0,30.0,6.0
중계탑클래스학원,서울특별시 노원구 한글비석로 367,37.6582966,127.0741003,860,94,0.0,94.0,74.0,4685.0,58.0,79.0,7.0
피아노의숲음악학원,서울특별시 노원구 덕릉로112길 36,37.6662857,127.07975,126,42,0.0,42.0,27.0,755.0,18.0,36.0,11.0
토즈스터디센터상계2독서실,서울특별시 노원구 동일로243길 33,37.6784574,127.053067,762,141,0.0,141.0,31.0,667.0,41.0,16.0,6.0
영재아카데미학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,220,82,0.0,82.0,478.0,60104.0,55.0,77.0,2.0
독한에듀윌경찰소방학원,서울특별시 노원구 상계로5길 32,37.6571323,127.0628182,1680,401,0.0,401.0,99.0,17817.0,90.0,86.0,7.0
스타일미용학원,서울특별시 노원구 상계로 55,37.6560884,127.0610411,258,139,0.0,139.0,98.0,18596.0,95.0,80.0,5.0
강철수학교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,27,9,0.0,9.0,33.0,1163.0,38.0,33.0,6.0
더그림미술교습소,서울특별시 노원구 동일로227길 26,37.666989,127.054523,28,9,0.0,9.0,85.0,3965.0,27.0,46.0,6.0
민희피아노음악교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,40,9,0.0,9.0,94.0,3975.0,29.0,67.0,5.0
브레인스쿨학원,서울특별시 노원구 동일로 1374,37.6513068,127.061782,25,51,0.0,25.0,88.0,9081.0,76.0,51.0,5.0
김쌤수학교습소,서울특별시 노원구 섬밭로 125,37.6272664,127.0686136,8,9,0.0,8.0,30.0,11007.0,24.0,62.0,8.0
씨오에스(COS)학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,36,70,0.0,36.0,468.0,60571.0,65.0,71.0,2.0
더블유티알씨(TRC)수학학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,135,104,0.0,104.0,468.0,60504.0,65.0,73.0,2.0
더이룸학원,서울특별시 노원구 동일로227길 26,37.666989,127.054523,70,70,0.0,70.0,85.0,3904.0,27.0,46.0,6.0
에이비씨(ABC)피아노교습소,서울특별시 노원구 노원로1나길 11,37.6214089,127.0826538,40,5,0.0,5.0,64.0,2355.0,48.0,57.0,14.0
캠브리지학원,서울특별시 노원구 한글비석로 530,37.6661657,127.0593193,110,148,0.0,110.0,82.0,2813.0,25.0,62.0,6.0
깃국어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,24,4,0.0,4.0,457.0,59398.0,56.0,64.0,2.0
와이지수학과학학원,서울특별시 노원구 동일로 1533,37.665345,127.0572197,48,73,0.0,48.0,97.0,3607.0,26.0,67.0,5.0
자라다남아미술학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,15,52,0.0,15.0,36.0,12076.0,34.0,62.0,5.0
진수학교습소,서울특별시 노원구 동일로218길 17,37.6539147,127.0619142,10,5,0.0,5.0,108.0,21819.0,96.0,75.0,5.0
엠에스씨브레인컨설팅중계학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,80,97,0.0,80.0,476.0,60650.0,62.0,71.0,2.0
아몬드트리미술교습소,서울특별시 노원구 공릉로34길 22,37.6227002,127.0804238,8,8,0.0,8.0,73.0,2616.0,72.0,45.0,6.0
로제타스톤영어교실상계보람점영어교습소,서울특별시 노원구 노원로34길 98,37.6632663,127.0661948,45,9,0.0,9.0,72.0,2799.0,47.0,57.0,4.0
더제이엠학원,서울특별시 노원구 공릉로46길 13,37.6273958,127.079562,170,90,0.0,90.0,47.0,2440.0,51.0,48.0,1.0
진환주영어교습소,서울특별시 노원구 동일로218길 17,37.6539147,127.0619142,20,4,0.0,4.0,108.0,21820.0,96.0,75.0,5.0
코스모스과학학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,88,107,0.0,88.0,474.0,60151.0,57.0,74.0,2.0
상생국영수학원,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,132,88,0.0,88.0,65.0,3211.0,24.0,35.0,5.0
이젠수학교습소,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,28,4,0.0,4.0,95.0,3985.0,30.0,70.0,6.0
아울미술교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,96,8,0.0,8.0,25.0,765.0,28.0,102.0,8.0
에이블독서실,서울특별시 노원구 한글비석로24길 63,37.6632238,127.0735239,72,100,0.0,72.0,44.0,1217.0,51.0,77.0,11.0
그림앤그림미술교습소,서울특별시 노원구 한글비석로8길 16,37.6472756,127.0779151,32,4,0.0,4.0,410.0,57342.0,53.0,57.0,2.0
지니음악교습소,서울특별시 노원구 누원로 28,37.6875043,127.0544509,40,4,0.0,4.0,9.0,307.0,4.0,3.0,2.0
조재현수학교습소,서울특별시 노원구 노원로 434,37.6549617,127.0683084,45,9,0.0,9.0,89.0,15568.0,58.0,53.0,2.0
원실용음악학원,서울특별시 노원구 노원로26길 181,37.6580745,127.0713023,10,51,0.0,10.0,73.0,4610.0,75.0,86.0,9.0
더엠(TheM)수학전문학원,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,130,69,0.0,69.0,466.0,59858.0,56.0,72.0,2.0
수학의달인공릉수학교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,8,4,0.0,4.0,88.0,2762.0,44.0,68.0,12.0
하이미디어컴퓨터학원,서울특별시 노원구 상계로5길 32,37.6571323,127.0628182,4360,227,0.0,227.0,99.0,17991.0,90.0,86.0,7.0
씨비씨(CBC)수학학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,108,79,0.0,79.0,479.0,60425.0,58.0,73.0,3.0
중계폴리어학원,서울특별시 노원구 노원로 236,37.6391161,127.0751565,144,288,0.0,144.0,36.0,11858.0,28.0,45.0,4.0
윈(WIN)영어교습소,서울특별시 노원구 중계로 201,37.6504487,127.0777705,18,3,0.0,3.0,465.0,60192.0,64.0,71.0,2.0
에이원(Aone)수학전문학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,83,68,0.0,68.0,36.0,11946.0,41.0,66.0,6.0
와우미술교습소,서울특별시 노원구 공릉로58길 111,37.6359551,127.0745015,48,9,0.0,9.0,39.0,11915.0,36.0,51.0,3.0
더블유수학학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,91,185,0.0,91.0,467.0,60355.0,62.0,77.0,2.0
플래뮤노원미술학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,25,51,0.0,25.0,474.0,60245.0,59.0,66.0,2.0
장민준영어1관학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,330,111,0.0,111.0,480.0,60402.0,58.0,74.0,3.0
SR사회탐구1관학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,70,111,0.0,70.0,468.0,60538.0,65.0,73.0,2.0
레알편입학원,서울특별시 노원구 동일로 1341,37.6483254,127.0620718,114,182,0.0,114.0,48.0,4287.0,31.0,45.0,5.0
조봉관수학수리논술학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,64,68,0.0,64.0,457.0,59338.0,56.0,64.0,2.0
아우라(aura)학원,서울특별시 노원구 공릉로35길 2,37.6229716,127.0791633,128,68,0.0,68.0,68.0,2905.0,82.0,42.0,9.0
뮤직트리음악교습소,서울특별시 노원구 덕릉로 730,37.6632116,127.0771559,25,5,0.0,5.0,43.0,1312.0,37.0,53.0,9.0
뿌리깊은국어논술교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,15,5,0.0,5.0,28.0,810.0,23.0,30.0,1.0
스마트해법수학공릉수학교습소,서울특별시 노원구 공릉로46길 23,37.6280883,127.0803087,8,4,0.0,4.0,33.0,1691.0,49.0,46.0,1.0
뮤직프렌즈음악교습소,서울특별시 노원구 한글비석로52길 12,37.664986,127.0664767,17,8,0.0,8.0,66.0,2643.0,34.0,50.0,4.0
윤선생우리집앞영어교실중평영어교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,96,8,0.0,8.0,53.0,2733.0,22.0,54.0,1.0
키즈앤수학교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,9,3,0.0,3.0,466.0,59609.0,57.0,63.0,3.0
몽마르뜨미술교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,20,7,0.0,7.0,148.0,6646.0,34.0,56.0,1.0
에이스미술학원,서울특별시 노원구 노해로 482,37.6542263,127.0617322,30,80,0.0,30.0,107.0,21634.0,99.0,77.0,5.0
매일플러스수학교습소,서울특별시 노원구 노원로1길 21,37.6214487,127.0851487,12,4,0.0,4.0,58.0,1390.0,29.0,51.0,12.0
해법상계주공2영어교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,30,5,0.0,5.0,68.0,5370.0,33.0,22.0,2.0
비상플러스수학교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,25,5,0.0,5.0,68.0,5370.0,33.0,22.0,2.0
더쎈수학전문학원,서울특별시 노원구 한글비석로47길 34,37.6627231,127.0667191,58,78,0.0,58.0,71.0,2866.0,49.0,56.0,4.0
어썸팩토리중계플레이스독서실,서울특별시 노원구 중계로12가길 19,37.6479908,127.0825978,376,188,0.0,188.0,66.0,2616.0,27.0,30.0,0.0
영재체험수학학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,30,69,0.0,30.0,479.0,60474.0,58.0,73.0,3.0
니드영어교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,21,4,0.0,4.0,99.0,3545.0,26.0,76.0,5.0
스마트해법수학공릉우방점수학교습소,서울특별시 노원구 노원로 58,37.6266495,127.0873143,36,9,0.0,9.0,29.0,436.0,17.0,61.0,3.0
스터디센터씨엔티(CNT)서울공릉센터독서실,서울특별시 노원구 동일로 1051,37.623801,127.073232,69,96,0.0,69.0,27.0,11441.0,61.0,39.0,8.0
수풀림수학학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,73,83,0.0,73.0,36.0,12018.0,34.0,62.0,5.0
러시아클래식발레교습소,서울특별시 노원구 노원로 476,37.6588282,127.0652956,24,9,0.0,9.0,81.0,14932.0,82.0,61.0,3.0
그릿영어교습소,서울특별시 노원구 중계로 202,37.6508676,127.077805,25,5,0.0,5.0,468.0,60602.0,65.0,71.0,2.0
청담노원역점독서실,서울특별시 노원구 동일로218길 41,37.6541939,127.0631566,174,124,0.0,124.0,115.0,21979.0,101.0,82.0,6.0
슈에뜨음악교습소,서울특별시 노원구 상계로9가길 53,37.6599814,127.0683071,47,9,0.0,9.0,50.0,2052.0,73.0,66.0,5.0
노원창조의아침미술학원,서울특별시 노원구 동일로 1402,37.6537517,127.0611686,470,86,0.0,86.0,99.0,21605.0,94.0,66.0,5.0
엘리스의다락방공예교습소,서울특별시 노원구 덕릉로 459-47,37.6472467,127.0595377,4,1,0.0,1.0,50.0,2254.0,21.0,36.0,5.0
생각하는황소수학학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,1955,173,0.0,173.0,468.0,60435.0,65.0,73.0,2.0
한창호영어교습소,서울특별시 노원구 중계로 164,37.6497313,127.0811529,28,7,0.0,7.0,420.0,58419.0,64.0,54.0,2.0
채움독서실,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,110,139,0.0,110.0,61.0,2825.0,41.0,87.0,7.0
밀리에듀영어학원,서울특별시 노원구 상계로 193-14,37.6630427,127.0745157,62,68,0.0,62.0,38.0,1332.0,47.0,74.0,11.0
아우라수학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,3,3,0.0,3.0,474.0,60267.0,59.0,66.0,2.0
탑그린영어교습소,서울특별시 노원구 노원로 314,37.6446072,127.0720589,6,2,0.0,2.0,46.0,1388.0,15.0,46.0,3.0
최샘영어교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,8,4,0.0,4.0,33.0,1168.0,38.0,33.0,6.0
파고다(PAGODA)차이랑중국어교습소,서울특별시 노원구 동일로 1280,37.6427206,127.0665677,80,4,0.0,4.0,30.0,861.0,37.0,96.0,10.0
영쌤창의수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,52,4,0.0,4.0,90.0,5287.0,49.0,66.0,5.0
제타영어학원,서울특별시 노원구 덕릉로 589,37.6509693,127.0717399,94,70,0.0,70.0,314.0,27739.0,53.0,76.0,1.0
중계수암스마트해법영어교습소,서울특별시 노원구 중계로 8길 29,37.6473305,127.0833006,24,6,0.0,6.0,56.0,2515.0,26.0,30.0,0.0
더올림(노원)학원,서울특별시 노원구 한글비석로 460,37.66447,127.0669577,240,70,0.0,70.0,69.0,2651.0,40.0,43.0,4.0
케이엠에듀(KMEdu)수학학원,서울특별시 노원구 한글비석로8길 29,37.648309,127.0784988,174,94,0.0,94.0,469.0,59949.0,68.0,60.0,2.0
스타메디간호학원,서울특별시 노원구 동일로 1372,37.6510984,127.0618323,1005,174,0.0,174.0,93.0,9210.0,71.0,45.0,5.0
하늘높이컨설팅진학지도교습소,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,16,4,0.0,4.0,476.0,60726.0,62.0,71.0,2.0
홍재룡수학전문학원,서울특별시 노원구 한글비석로 281,37.6528843,127.0777274,102,116,0.0,102.0,380.0,53533.0,54.0,73.0,4.0
그린램프라이브러리중계캠퍼스독서실,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,226,113,0.0,113.0,477.0,60218.0,57.0,77.0,2.0
크리스티잉글리시영어교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,24,4,0.0,4.0,22.0,473.0,21.0,20.0,7.0
어썸잉글리쉬중계브랜치학원,서울특별시 노원구 중계로 217,37.6504871,127.0759853,24,76,0.0,24.0,488.0,60393.0,58.0,74.0,2.0
노원바리스타전문학원,서울특별시 노원구 동일로 1393,37.6529411,127.0605151,106,111,0.0,106.0,94.0,10146.0,88.0,69.0,4.0
닥터(Dr.)국어교습소,서울특별시 노원구 노원로 547,37.6607248,127.0569722,9,9,0.0,9.0,61.0,1693.0,11.0,65.0,4.0
마이스터제과제빵학원,서울특별시 노원구 상계로7길 13,37.657322,127.065016,188,75,0.0,75.0,92.0,15302.0,94.0,73.0,6.0
책통클럽독서논술교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,21,7,0.0,7.0,90.0,5284.0,49.0,66.0,5.0
카이로스프랩독서실,서울특별시 노원구 덕릉로 712-4,37.6609927,127.075927,224,112,0.0,112.0,63.0,2501.0,56.0,79.0,14.0
하이스트영어교습소,서울특별시 노원구 한글비석로48길 25,37.6654456,127.0671842,6,3,0.0,3.0,65.0,2645.0,30.0,39.0,4.0
기파랑문해원학원,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,105,79,0.0,79.0,478.0,60106.0,59.0,76.0,2.0
준`S수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,15,5,0.0,5.0,90.0,5286.0,49.0,66.0,5.0
하우스터디중계2센터독서실,서울특별시 노원구 중계로14길 41,37.6502284,127.08244,186,93,0.0,93.0,223.0,34908.0,44.0,35.0,0.0
이주영영어교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,15,3,0.0,3.0,249.0,13783.0,37.0,58.0,0.0
디자인가우디애니마션미술학원,서울특별시 노원구 동일로217가길 11,37.6534592,127.059882,450,95,0.0,95.0,92.0,8982.0,86.0,63.0,6.0
북꼬리논술교습소,서울특별시 노원구 중계로 217,37.6504871,127.0759853,18,9,0.0,9.0,488.0,60408.0,58.0,74.0,2.0
중계덕스원격교습학원,서울특별시 노원구 한글비석로 233,37.6484948,127.0763004,500,9999,0.0,500.0,461.0,59236.0,55.0,71.0,2.0
토마토아틀리에미술교습소,서울특별시 노원구 공릉로 159,37.6242674,127.0794917,108,9,0.0,9.0,78.0,3028.0,71.0,37.0,3.0
아이비탑리딩중계영어학원,서울특별시 노원구 중계로 170,37.6501065,127.0812326,49,78,0.0,49.0,401.0,56762.0,64.0,53.0,2.0
임팩트과학학원,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,100,73,0.0,73.0,187.0,22542.0,26.0,56.0,5.0
단디독서실,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,132,136,0.0,132.0,94.0,8983.0,66.0,44.0,5.0
강북청솔독서실,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,121,952,0.0,121.0,474.0,60149.0,59.0,66.0,2.0
유플러스에듀(u+edu)영어교습소,서울특별시 노원구 한글비석로 89,37.6393884,127.0715555,8,4,0.0,4.0,40.0,12090.0,51.0,88.0,5.0
예진음악교습소,서울특별시 노원구 동일로 1280,37.6427206,127.0665677,63,9,0.0,9.0,30.0,856.0,37.0,96.0,10.0
버팀수학학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,26,74,0.0,26.0,436.0,58825.0,50.0,58.0,2.0
타임유독서실,서울특별시 노원구 수락산로 212,37.6708271,127.0553544,127,127,0.0,127.0,69.0,3337.0,30.0,39.0,5.0
또래음악교습소,서울특별시 노원구 한글비석로46길 72,37.6665942,127.0696978,11,9,0.0,9.0,56.0,2104.0,29.0,38.0,1.0
혜윰수학교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,44,4,0.0,4.0,28.0,811.0,23.0,30.0,1.0
옳은국어논술전문학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,150,117,0.0,117.0,36.0,11897.0,41.0,66.0,6.0
정회원아뜰리에미술교습소,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,32,8,0.0,8.0,46.0,2709.0,28.0,64.0,6.0
해법셀파수학교습소,서울특별시 노원구 동일로175길 20,37.6196843,127.0736685,20,5,0.0,5.0,27.0,1127.0,66.0,60.0,9.0
캥거루영어교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,16,8,0.0,8.0,80.0,14624.0,60.0,70.0,4.0
피오나영어교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,13,8,0.0,8.0,80.0,14624.0,60.0,70.0,4.0
마술피리음악교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,80,6,0.0,6.0,8.0,359.0,7.0,35.0,3.0
리즈음악교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,39,9,0.0,9.0,8.0,356.0,7.0,35.0,3.0
매쓰위너수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,56,9,0.0,9.0,249.0,13777.0,37.0,58.0,0.0
포커스독서실,서울특별시 노원구 석계로 49,37.6185529,127.0625822,127,97,0.0,97.0,33.0,1075.0,38.0,33.0,6.0
아이엔수학교습소,서울특별시 노원구 중계로 220,37.6508775,127.0756868,6,6,0.0,6.0,470.0,59941.0,54.0,75.0,2.0
EA+(이에이플러스)수학교습소,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,12,4,0.0,4.0,84.0,4673.0,50.0,76.0,7.0
국풍2000중계2관학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,475,163,1.0,163.0,468.0,60444.0,65.0,71.0,2.0
피티(PT)수학학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,12,76,0.0,12.0,451.0,59222.0,53.0,69.0,4.0
인스카이승무원학원,서울특별시 노원구 동일로 1426,37.6560024,127.0605468,74,81,0.0,74.0,96.0,18550.0,96.0,71.0,5.0
바른학원,서울특별시 노원구 공릉로34길 10-5,37.6223495,127.0799658,50,69,0.0,50.0,61.0,2374.0,74.0,39.0,6.0
상상미술교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,27,9,0.0,9.0,66.0,2642.0,33.0,50.0,2.0
참바른글씨펜글씨교습소,서울특별시 노원구 동일로218길 35,37.6540888,127.0626882,8,8,0.0,8.0,110.0,21813.0,98.0,87.0,6.0
미술공장아트토리학원,서울특별시 노원구 상계로 74,37.6560154,127.063116,90,54,0.0,54.0,111.0,19042.0,99.0,78.0,7.0
한울학원,서울특별시 노원구 공릉로38길 23-6,37.6234908,127.0808456,172,68,0.0,68.0,76.0,2852.0,65.0,43.0,4.0
그림그리다미술교습소,서울특별시 노원구 한글비석로52길 6,37.6647798,127.0664431,25,5,0.0,5.0,66.0,2646.0,35.0,50.0,4.0
엠(M)수학학원,서울특별시 노원구 동일로 1393,37.6529411,127.0605151,100,70,0.0,70.0,94.0,10182.0,88.0,69.0,4.0
지오수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,50,5,0.0,5.0,451.0,59229.0,53.0,69.0,4.0
이엘피아노음악교습소,서울특별시 노원구 동일로228길 35,37.6679406,127.0590332,40,6,0.0,6.0,86.0,4230.0,27.0,63.0,5.0
제이스(JAY`S)보습학원,서울특별시 노원구 광운로10길 3,37.6208884,127.0593315,96,99,0.0,96.0,25.0,628.0,34.0,36.0,5.0
영샘의영어교실영어교습소,서울특별시 노원구 월계로55길 3,37.6317292,127.0596864,12,4,0.0,4.0,11.0,251.0,19.0,23.0,7.0
우나숨국어논술학원,서울특별시 노원구 노원로 526,37.6612312,127.0605602,58,77,0.0,58.0,65.0,3260.0,24.0,77.0,4.0
투핸즈과학전문학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,120,68,0.0,68.0,481.0,60064.0,57.0,72.0,2.0
글숲국어논술교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,35,5,0.0,5.0,478.0,60733.0,62.0,68.0,2.0
수쌤수학교습소,서울특별시 노원구 월계로55길 3,37.6317292,127.0596864,36,9,0.0,9.0,11.0,246.0,19.0,23.0,7.0
재밌는수학교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,12,4,0.0,4.0,66.0,2578.0,67.0,84.0,13.0
