학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,어린이보호구역여부,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
필즈더클래식중계센터학원,서울특별시 노원구 덕릉로 603,37.651819,127.0728249,70,87,0.0,70.0,397.0,55729.0,49.0,74.0,3.0
스마트해법수학중계양지대림2차수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,18,6,0.0,6.0,249.0,13780.0,37.0,58.0,0.0
리엔블미술학원,서울특별시 노원구 동일로 1372,37.6510984,127.0618323,50,51,0.0,50.0,93.0,9334.0,71.0,45.0,5.0
원픽영어과학학원,서울특별시 노원구 공릉로 149,37.6234422,127.0792962,60,70,0.0,60.0,73.0,2887.0,86.0,36.0,3.0
빵쌤영어경영원격학원,서울특별시 노원구 노원로 248,37.6398509,127.0739204,9990,9999,0.0,9990.0,36.0,2012.0,29.0,60.0,5.0
차이랑중국어은행사거리캠퍼스중국어교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,72,8,0.0,8.0,466.0,59604.0,57.0,63.0,3.0
웰라잉글리쉬학원,서울특별시 노원구 광운로2나길 11,37.6168624,127.0599949,44,84,0.0,44.0,31.0,1116.0,30.0,27.0,6.0
박태옥능률영어교습소,서울특별시 노원구 초안산로2라길 31,37.6311732,127.0582071,32,8,0.0,8.0,13.0,327.0,19.0,30.0,6.0
펜트하우스클래식아카데미학원,서울특별시 노원구 한글비석로 325,37.6563943,127.0777101,34,35,0.0,34.0,75.0,5262.0,22.0,46.0,4.0
맑은샘청구재즈뮤직음악교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,16,4,0.0,4.0,466.0,59608.0,57.0,63.0,3.0
윤선생우리집앞영어교실태릉화랑영어교습소,서울특별시 노원구 노원로1길 75,37.6208425,127.0830671,35,7,0.0,7.0,63.0,2115.0,47.0,56.0,14.0
쏘울아트미술교습소,서울특별시 노원구 동일로 1368,37.6507502,127.0619389,52,8,0.0,8.0,94.0,8906.0,70.0,40.0,5.0
킹스수학교습소,서울특별시 노원구 중계로 197,37.6497527,127.0784681,18,3,0.0,3.0,473.0,60181.0,67.0,54.0,2.0
보라수학교습소,서울특별시 노원구 섬밭로 232,37.6368495,127.0663824,36,5,0.0,5.0,51.0,2942.0,44.0,89.0,6.0
예원음악학원,서울특별시 노원구 동일로237길 34,37.6737527,127.0533081,37,36,0.0,36.0,32.0,1771.0,43.0,21.0,6.0
꿈을꾸는피아노교습소,서울특별시 노원구 노원로1가길 10,37.6232692,127.0860109,8,4,0.0,4.0,71.0,1422.0,31.0,72.0,13.0
올댓뷰티아카데미미용학원,서울특별시 노원구 노해로 488,37.6543208,127.0621574,842,111,0.0,111.0,109.0,21710.0,99.0,83.0,6.0
월계스마트해법수학영어학원,서울특별시 노원구 석계로 49,37.6185529,127.0625822,120,68,0.0,68.0,33.0,1104.0,38.0,33.0,6.0
레이스쿨영어교습소,서울특별시 노원구 노원로1가길 10,37.6232692,127.0860109,30,6,0.0,6.0,71.0,1420.0,31.0,72.0,13.0
수풀림수학중계관학원,서울특별시 노원구 중계로18길 13,37.6513077,127.0778154,75,100,0.0,75.0,465.0,60307.0,64.0,78.0,2.0
플래뮤월계미술학원,서울특별시 노원구 초안산로5길 12,37.6325534,127.0516543,24,38,0.0,24.0,7.0,299.0,5.0,6.0,2.0
박대한영어학원상계관학원,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,75,69,0.0,69.0,95.0,3920.0,30.0,70.0,6.0
글밭국어독서논술교습소,서울특별시 노원구 광운로2가길 23,37.6181778,127.0592496,16,4,0.0,4.0,32.0,1152.0,30.0,27.0,7.0
에스앤제이수학교습소,서울특별시 노원구 중계로 162-11,37.6497854,127.0813006,12,4,0.0,4.0,399.0,57083.0,63.0,54.0,2.0
오!키즈아트미술교습소,서울특별시 노원구 공릉로34길 86,37.626375,127.0830489,21,7,0.0,7.0,61.0,1861.0,38.0,60.0,2.0
빛나는영어교습소,서울특별시 노원구 공릉로34길 86,37.626375,127.0830489,36,9,0.0,9.0,61.0,1859.0,38.0,60.0,2.0
온리원수학교습소,서울특별시 노원구 공릉로34길 86,37.626375,127.0830489,45,5,0.0,5.0,61.0,1863.0,38.0,60.0,2.0
라온수학교습소,서울특별시 노원구 공릉로34길 86,37.626375,127.0830489,30,6,0.0,6.0,61.0,1862.0,38.0,60.0,2.0
미하영원격학원,서울특별시 노원구 동일로214길 21,37.6506353,127.0647516,1998,9999,0.0,1998.0,64.0,3729.0,46.0,51.0,4.0
빌리버수학교습소,서울특별시 노원구 초안산로2라길 31,37.6311732,127.0582071,8,4,0.0,4.0,13.0,331.0,19.0,30.0,6.0
즐거운음악교습소,서울특별시 노원구 광운로2나길 11,37.6168624,127.0599949,27,9,0.0,9.0,31.0,1151.0,30.0,27.0,6.0
삼호스마트해법수학교습소,서울특별시 노원구 마들로 111,37.6245902,127.0654159,6,6,0.0,6.0,9.0,70.0,23.0,41.0,2.0
한승우수학교습소,서울특별시 노원구 동일로218길 35,37.6540888,127.0626882,9,3,0.0,3.0,110.0,21818.0,98.0,87.0,6.0
그라바공릉점미술교습소,서울특별시 노원구 공릉로34길 86,37.626375,127.0830489,17,7,0.0,7.0,61.0,1861.0,38.0,60.0,2.0
마이브레인수학교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,21,7,0.0,7.0,78.0,3205.0,20.0,50.0,3.0
노원상계자라다남아미술학원,서울특별시 노원구 동일로 1545,37.6663796,127.0569683,10,45,0.0,10.0,91.0,3662.0,27.0,58.0,5.0
별하미술교습소,서울특별시 노원구 덕릉로 459-47,37.6472467,127.0595377,36,9,0.0,9.0,50.0,2246.0,21.0,36.0,5.0
비너스튜디오첼로교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,10,5,0.0,5.0,466.0,59607.0,57.0,63.0,3.0
참수학교습소,서울특별시 노원구 마들로3길 37,37.6294153,127.062514,18,3,0.0,3.0,17.0,497.0,23.0,30.0,5.0
범쌤수학교습소,서울특별시 노원구 동일로207길 23,37.642026,127.0641086,18,9,0.0,9.0,37.0,1020.0,35.0,98.0,7.0
윤선생우리집앞영어교실중계그린영어교습소,서울특별시 노원구 동일로207길 23,37.642026,127.0641086,90,9,0.0,9.0,37.0,1020.0,35.0,98.0,7.0
김동준수학학원,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,92,69,0.0,69.0,94.0,3915.0,29.0,67.0,5.0
토피아고등부학원,서울특별시 노원구 한글비석로 231,37.6482011,127.0762923,120,178,0.0,120.0,440.0,58911.0,52.0,68.0,2.0
봄꽃미술교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,12,6,0.0,6.0,249.0,13780.0,37.0,58.0,0.0
정자욱수학교습소,서울특별시 노원구 덕릉로 712-4,37.6609927,127.075927,15,5,0.0,5.0,63.0,2608.0,56.0,79.0,14.0
리틀키도미술학원,서울특별시 노원구 한글비석로 325,37.6563943,127.0777101,44,45,0.0,44.0,75.0,5252.0,22.0,46.0,4.0
씨엔케이(CNK)수학학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,300,68,0.0,68.0,36.0,11946.0,41.0,66.0,6.0
최상위권이과전문관러셀중계독서실,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,202,363,0.0,202.0,457.0,59200.0,56.0,64.0,2.0
조이풀잉글리시영어교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,12,6,0.0,6.0,94.0,3978.0,29.0,67.0,5.0
해먼드학원,서울특별시 노원구 월계로44길 63,37.6225064,127.0529848,270,70,0.0,70.0,-1.0,0.0,7.0,14.0,3.0
개념수학교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,18,6,0.0,6.0,94.0,3978.0,29.0,67.0,5.0
리드앤톡영어노원상계5영어교습소,서울특별시 노원구 한글비석로52길 64,37.6674016,127.0675193,56,7,0.0,7.0,57.0,2123.0,23.0,32.0,2.0
소정재학원,서울특별시 노원구 노해로 459,37.6542638,127.0590018,24,95,0.0,24.0,87.0,8620.0,85.0,63.0,6.0
언희마루학원,서울특별시 노원구 중계로 197,37.6497527,127.0784681,48,85,0.0,48.0,473.0,60136.0,67.0,54.0,2.0
스마트해법영어중계은사교실영어교습소,서울특별시 노원구 중계로14길 24,37.6494818,127.081895,63,9,0.0,9.0,290.0,48912.0,51.0,48.0,2.0
구름국어학원,서울특별시 노원구 상계로 55,37.6560884,127.0610411,72,70,0.0,70.0,98.0,18665.0,95.0,80.0,5.0
중원아름다운피아노학원,서울특별시 노원구 동일로207길 23,37.642026,127.0641086,39,31,0.0,31.0,37.0,998.0,35.0,98.0,7.0
에듀코치개별지도상계2학원,서울특별시 노원구 동일로 1335,37.6479916,127.0622426,1920,86,0.0,86.0,46.0,4286.0,29.0,48.0,5.0
일등급영어교습소,서울특별시 노원구 중계로 219,37.6504923,127.0756701,18,9,0.0,9.0,481.0,60123.0,57.0,72.0,2.0
놀리독서논술교습소,서울특별시 노원구 공릉로34길 86,37.626375,127.0830489,6,9,0.0,6.0,61.0,1862.0,38.0,60.0,2.0
삼성영어셀레나마들1교실영어교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,20,5,0.0,5.0,73.0,3401.0,23.0,60.0,4.0
아트몬미술교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,30,6,0.0,6.0,73.0,3400.0,23.0,60.0,4.0
영어실력발전소영어교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,30,5,0.0,5.0,90.0,5286.0,49.0,66.0,5.0
김민경국어교습소,서울특별시 노원구 노해로 495,37.6551168,127.0631328,21,7,0.0,7.0,124.0,19983.0,104.0,85.0,6.0
레브아트미술교습소,서울특별시 노원구 화랑로51길 17,37.6236127,127.0885326,45,9,0.0,9.0,45.0,979.0,14.0,69.0,12.0
학림제6학원,서울특별시 노원구 한글비석로8길 29,37.648309,127.0784988,2000,259,0.0,259.0,469.0,59784.0,68.0,60.0,2.0
골든매스수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
연세퍼스트학원,서울특별시 노원구 광운로3길 5,37.6188613,127.0574134,104,73,0.0,73.0,25.0,651.0,27.0,18.0,1.0
국어의날개학원,서울특별시 노원구 동일로 1545,37.6663796,127.0569683,8,82,0.0,8.0,91.0,3664.0,27.0,58.0,5.0
러셀중계내신관학원,서울특별시 노원구 한글비석로8길 29,37.648309,127.0784988,5500,289,0.0,289.0,469.0,59754.0,68.0,60.0,2.0
원쌤수학학원,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,52,69,0.0,52.0,44.0,2502.0,19.0,54.0,3.0
파피베어학원(원격),서울특별시 노원구 덕릉로79길 23,37.6561809,127.0729456,1998,9999,0.0,1998.0,90.0,3293.0,51.0,68.0,6.0
맥(脈)영어교습소,서울특별시 노원구 한글비석로52길 26,37.6656171,127.0665765,12,4,0.0,4.0,65.0,2644.0,30.0,47.0,2.0
루다국어교습소,서울특별시 노원구 한글비석로52길 26,37.6656171,127.0665765,8,4,0.0,4.0,65.0,2644.0,30.0,47.0,2.0
정상국어교습소,서울특별시 노원구 한글비석로 460,37.66447,127.0669577,20,5,0.0,5.0,69.0,2716.0,40.0,43.0,4.0
투비뉴컴퍼니원격학원,서울특별시 노원구 동일로207길 186,37.6363492,127.0613398,999,9999,0.0,999.0,44.0,1555.0,19.0,54.0,3.0
링키영어하계1호점영어교습소,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,18,6,0.0,6.0,61.0,2929.0,41.0,87.0,7.0
노스코사회탐구교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,24,4,0.0,4.0,474.0,60235.0,57.0,74.0,2.0
제니스온학원,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,72,76,0.0,72.0,61.0,2863.0,41.0,87.0,7.0
크리스챤쇼보미용학원,서울특별시 노원구 상계로 77,37.6566612,127.0635755,843,143,0.0,143.0,102.0,18354.0,98.0,82.0,7.0
김동길영어학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,80,103,0.0,80.0,474.0,60159.0,57.0,74.0,2.0
상상력창고미술교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,16,6,0.0,6.0,249.0,13780.0,37.0,58.0,0.0
상계지엘에스(GLS)수학학원,서울특별시 노원구 상계로3길 38-8,37.6579677,127.0630508,80,74,0.0,74.0,87.0,15407.0,85.0,90.0,7.0
정쌤영어교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,20,5,0.0,5.0,90.0,5286.0,49.0,66.0,5.0
웅진씽크빅학습센터상계학원,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,390,95,0.0,95.0,66.0,2556.0,33.0,50.0,2.0
수학공감학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,124,84,0.0,84.0,467.0,60362.0,62.0,77.0,2.0
한솔플러스영어교습소,서울특별시 노원구 공릉로34길 33,37.6232249,127.0808294,126,9,0.0,9.0,76.0,2911.0,66.0,40.0,4.0
문기암학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,170,78,0.0,78.0,483.0,60505.0,62.0,77.0,2.0
마스터영어교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,6,3,0.0,3.0,451.0,59231.0,53.0,69.0,4.0
김서원독서논술교습소,서울특별시 노원구 덕릉로73길 15,37.6520898,127.0720551,10,5,0.0,5.0,315.0,28256.0,41.0,74.0,1.0
칼리번영어교습소,서울특별시 노원구 중계로14바길 2,37.6498756,127.0825982,3,3,0.0,3.0,199.0,32722.0,41.0,29.0,0.0
덕암음악교습소,서울특별시 노원구 덕릉로112길 42,37.6663596,127.0798895,39,9,0.0,9.0,27.0,788.0,20.0,36.0,11.0
장현진수학보습학원,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,64,88,0.0,64.0,95.0,3925.0,30.0,70.0,6.0
그린손미술교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,10,5,0.0,5.0,80.0,14627.0,60.0,70.0,4.0
성재수학교습소,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,20,4,0.0,4.0,187.0,22611.0,26.0,56.0,5.0
아이비영어교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,30,6,0.0,6.0,80.0,14626.0,60.0,70.0,4.0
국권논술국어학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,30,69,0.0,30.0,472.0,60521.0,62.0,78.0,2.0
토브수학학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,60,88,0.0,60.0,477.0,60271.0,57.0,77.0,2.0
예현기타교습소,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,48,8,0.0,8.0,436.0,58843.0,50.0,58.0,2.0
수학여행학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,72,84,0.0,72.0,480.0,60441.0,58.0,74.0,3.0
에듀탑학원,서울특별시 노원구 한글비석로 325,37.6563943,127.0777101,90,79,0.0,79.0,75.0,5217.0,22.0,46.0,4.0
쥬니어랩스쿨영어교습소,서울특별시 노원구 한글비석로52길 22,37.6655077,127.0665599,12,9,0.0,9.0,65.0,2639.0,31.0,47.0,2.0
신나는중국어보습학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,150,84,0.0,84.0,436.0,58767.0,50.0,58.0,2.0
코어잉글리쉬학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,228,84,0.0,84.0,472.0,60467.0,62.0,78.0,2.0
안상욱수학학원,서울특별시 노원구 중계로 220,37.6508775,127.0756868,185,69,0.0,69.0,470.0,59878.0,54.0,75.0,2.0
예본미술교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,28,7,0.0,7.0,44.0,2547.0,19.0,54.0,3.0
더원학원,서울특별시 노원구 한글비석로 359,37.6576974,127.0746962,200,171,0.0,171.0,70.0,4462.0,47.0,81.0,7.0
아름음악교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,15,7,0.0,7.0,80.0,14625.0,60.0,70.0,4.0
예스탑보습학원,서울특별시 노원구 덕릉로 773,37.666363,127.0777933,246,106,0.0,106.0,30.0,867.0,23.0,44.0,10.0
노원SLP영어학원,서울특별시 노원구 노원로 248,37.6398509,127.0739204,50,283,0.0,50.0,36.0,11952.0,29.0,60.0,5.0
중계이화음악교습소,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,12,3,0.0,3.0,436.0,58848.0,50.0,58.0,2.0
길라잡이학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,180,68,0.0,68.0,479.0,60436.0,58.0,73.0,3.0
오피앙보습학원,서울특별시 노원구 동일로 1701,37.6802697,127.0548888,104,128,0.0,104.0,22.0,373.0,33.0,20.0,8.0
리드101영어학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,180,71,0.0,71.0,436.0,58780.0,50.0,58.0,2.0
오피앙피아노교습소,서울특별시 노원구 동일로 1701,37.6802697,127.0548888,15,4,0.0,4.0,22.0,473.0,33.0,20.0,8.0
박기훈전문수학교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,8,4,0.0,4.0,99.0,3545.0,26.0,76.0,5.0
e브레인보습학원,서울특별시 노원구 중계로16가길 29,37.6504461,127.0826393,120,85,0.0,85.0,198.0,32635.0,40.0,32.0,0.0
수학저격학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,60,91,0.0,60.0,477.0,60271.0,57.0,77.0,2.0
케이론수학전문학원,서울특별시 노원구 덕릉로73길 18,37.6521826,127.0724569,150,87,0.0,87.0,363.0,51536.0,43.0,73.0,1.0
보람홍익미술교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,63,9,0.0,9.0,66.0,2642.0,33.0,50.0,2.0
삼성영어헤더영어교습소,서울특별시 노원구 동일로191가길 59,37.627544,127.0699862,72,8,0.0,8.0,33.0,11493.0,25.0,74.0,8.0
키야미술교습소,서울특별시 노원구 공릉로34길 19,37.6228782,127.0801724,16,7,0.0,7.0,72.0,2733.0,76.0,41.0,6.0
중계덕스어학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,150,188,1.0,150.0,467.0,60296.0,62.0,77.0,2.0
에이스에듀학원,서울특별시 노원구 동일로 1639-6,37.6748028,127.0547274,190,71,0.0,71.0,37.0,1936.0,51.0,20.0,13.0
은빛연세음악교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,44,4,0.0,4.0,22.0,473.0,21.0,20.0,7.0
솔루니중계독서토론논술교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,48,7,0.0,7.0,466.0,60430.0,65.0,80.0,2.0
더클래식음악교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,73,8,0.0,8.0,94.0,3976.0,29.0,67.0,5.0
연세피아노음악교습소,서울특별시 노원구 한글비석로5길 62,37.6463141,127.0753281,36,4,0.0,4.0,240.0,27203.0,34.0,44.0,4.0
탑수학학원,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,106,93,0.0,93.0,95.0,3896.0,30.0,70.0,6.0
디딤수학교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,41,9,0.0,9.0,148.0,6644.0,34.0,56.0,1.0
최고수보습학원,서울특별시 노원구 동일로 1529,37.6650978,127.0573004,120,113,0.0,113.0,97.0,3293.0,25.0,71.0,5.0
중계아인스플러스학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,120,85,0.0,85.0,468.0,60522.0,65.0,71.0,2.0
소리엘음악학원,서울특별시 노원구 노원로28길 73,37.6550087,127.0709305,40,56,0.0,40.0,98.0,5483.0,41.0,72.0,5.0
비욘드학원,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,44,119,0.0,44.0,80.0,14588.0,60.0,70.0,4.0
이경희고등수학전문학원,서울특별시 노원구 동일로 1533,37.665345,127.0572197,64,68,0.0,64.0,97.0,3591.0,26.0,67.0,5.0
채움학원,서울특별시 노원구 월계로 370,37.6309352,127.061014,159,297,0.0,159.0,11.0,96.0,27.0,27.0,8.0
피아노치는베토벤음악교습소,서울특별시 노원구 중계로 230,37.652831,127.0759265,56,7,0.0,7.0,408.0,56426.0,52.0,67.0,4.0
홍수학&지앤비영어학원,서울특별시 노원구 동일로 1619,37.6726812,127.0551786,28,90,0.0,28.0,39.0,2206.0,40.0,30.0,14.0
예인발레무용학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,130,41,0.0,41.0,466.0,59571.0,57.0,63.0,3.0
엠베스트학원,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,87,72,0.0,72.0,23.0,675.0,15.0,70.0,6.0
와이논술교습소,서울특별시 노원구 중계로 220,37.6508775,127.0756868,48,6,0.0,6.0,470.0,59941.0,54.0,75.0,2.0
버클리음악학원,서울특별시 노원구 공릉로46길 18,37.6270994,127.079923,4,40,0.0,4.0,63.0,2738.0,52.0,48.0,1.0
예지미술교습소,서울특별시 노원구 동일로 1363,37.6504175,127.0612655,36,9,0.0,9.0,91.0,8863.0,66.0,40.0,5.0
예랑전문미술교습소,서울특별시 노원구 공릉로46길 18,37.6270994,127.079923,63,9,0.0,9.0,63.0,2733.0,52.0,48.0,1.0
석선생영어전문보습학원,서울특별시 노원구 노원로 253,37.6399496,127.0729464,80,132,0.0,80.0,39.0,12022.0,48.0,66.0,5.0
