,Unnamed: 0,도로명주소,업태구분명,좌표
1398,1398,"서울특별시 광진구 면목로 57, 3층 301호 (중곡동)",키즈카페,"37.5671595, 127.0819519"
1399,1399,"서울특별시 광진구 동일로20길 89, 1층 (자양동)",기타 휴게음식점,"37.5405118, 127.0668855"
1400,1400,"서울특별시 광진구 아차산로25길 45, 1층 (화양동)",편의점,"37.5428985, 127.067241"
1401,1401,"서울특별시 광진구 뚝섬로66길 7, 지하1층 B02호 (구의동, 힐하우스)",기타 휴게음식점,"37.5324664, 127.0902279"
1402,1402,"서울특별시 광진구 긴고랑로9길 29, 1층 101호 (중곡동)",기타 휴게음식점,"37.564859, 127.0814982"
1403,1403,"서울특별시 광진구 아차산로 288, 지층 (자양동)",기타 휴게음식점,"37.538847, 127.0919729"
1404,1404,"서울특별시 광진구 아차산로 471, 지1층 (구의동)",일반조리판매,"37.538847, 127.0919729"
1405,1405,"서울특별시 광진구 아차산로29길 8, 1층 103호 (화양동)",커피숍,"37.5425828, 127.0689288"
1406,1406,"서울특별시 광진구 동일로38길 3, 지층 (군자동)",기타 휴게음식점,"37.5514729, 127.070474"
1407,1407,"서울특별시 광진구 능동로13길 60, 1층 (화양동)",기타 휴게음식점,"37.54449, 127.0694089"
1408,1408,"서울특별시 광진구 뚝섬로51길 86, A동 1층 (자양동)",일반조리판매,"37.5335754, 127.0801186"
1409,1409,"서울특별시 광진구 천호대로136길 16, 1층 (구의동)",편의점,"37.547771, 127.0902816"
1410,1410,"서울특별시 광진구 자양번영로 11, 1층 (자양동)",편의점,"37.529737, 127.0746347"
1411,1411,"서울특별시 광진구 뚝섬로34길 67, 1층 (자양동)",편의점,"37.531672799999996, 127.06834664793004"
1412,1412,"서울특별시 광진구 아차산로78길 12, 1층 203호 (광장동)",기타 휴게음식점,"37.5478992, 127.10863"
1414,1414,"서울특별시 광진구 천호대로132길 8, 1층 (구의동)",커피숍,"37.5493735, 127.0891317"
1415,1415,"서울특별시 광진구 영화사로3가길 25, 1층 (중곡동)",기타 휴게음식점,"37.5574343, 127.0935345"
1416,1416,"서울특별시 광진구 능동로13길 77, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
1417,1417,"서울특별시 광진구 자양번영로 32, 1층 (자양동)",기타 휴게음식점,"37.529737, 127.0746347"
1418,1418,"서울특별시 광진구 광나루로56길 29, 현대프라임중앙상가동 지1층 102호 (구의동)",커피숍,"37.53781, 127.09669"
1419,1419,"서울특별시 광진구 능동로 92, 지1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1420,1420,"서울특별시 광진구 군자로7길 4, 1층 101,102호 (화양동)",기타 휴게음식점,"37.5465731, 127.0701187"
1421,1421,"서울특별시 광진구 아차산로33길 63, 1층 (화양동)",기타 휴게음식점,"37.5418162, 127.0705566"
1422,1422,"서울특별시 광진구 아차산로 218, 1층 (자양동)",기타 휴게음식점,"37.538847, 127.0919729"
1423,1423,"서울특별시 광진구 아차산로 537-17, 상가동 1층 4호 (광장동)",일반조리판매,"37.538847, 127.0919729"
1424,1424,"서울특별시 광진구 뚝섬로49길 7, 1층 (자양동)",기타 휴게음식점,"37.5336831, 127.0799639"
1425,1425,"서울특별시 광진구 뚝섬로52나길 52, 1층 (자양동)",커피숍,"37.5296926, 127.0815628"
1426,1426,"서울특별시 광진구 천호대로130길 59-3, 1층 (구의동)",기타 휴게음식점,"37.5495265, 127.0878389"
1427,1427,"서울특별시 광진구 군자로 101, 1층 (군자동)",기타 휴게음식점,"37.5433395, 127.071636"
1428,1428,"서울특별시 광진구 능동로 18, 지하1층 B-02호 (자양동)",커피숍,"37.5340314, 127.0678046"
1430,1430,"서울특별시 광진구 아차산로78길 75, 1층 105호 (광장동)",커피숍,"37.5515555, 127.111145"
1431,1431,"서울특별시 광진구 아차산로 192, 지1층 (자양동)",일반조리판매,"37.538847, 127.0919729"
1432,1432,"서울특별시 광진구 능동로19길 35, 지하2층 (화양동)",기타 휴게음식점,"37.5468693, 127.0727958"
1433,1433,"서울특별시 광진구 용마산로 53, 3층 (중곡동)",일반조리판매,"37.5584429, 127.08735604469663"
1434,1434,"서울특별시 광진구 아차산로30길 8, 1층 (자양동)",일반조리판매,"37.539866, 127.0674768"
1435,1435,"서울특별시 광진구 면목로 121, 1층 (중곡동)",기타 휴게음식점,"37.5671595, 127.0819519"
1436,1436,"서울특별시 광진구 자양로45길 93, 1층 (중곡동)",편의점,"37.5539045, 127.0904232"
1437,1437,"서울특별시 광진구 천호대로115길 9, 1층 (중곡동)",기타 휴게음식점,"37.5564431, 127.0835668"
1438,1438,"서울특별시 광진구 군자로3길 23, 1층 (화양동)",기타 휴게음식점,"37.5442669, 127.0701056"
1439,1439,"서울특별시 광진구 뚝섬로 634, 2층 (자양동)",기타 휴게음식점,"37.53347, 127.0883"
1440,1440,"서울특별시 광진구 아차산로 314, 1층 (자양동)",기타 휴게음식점,"37.538847, 127.0919729"
1441,1441,"서울특별시 광진구 군자로 141, 1층 (군자동)",기타 휴게음식점,"37.5433395, 127.071636"
1442,1442,"서울특별시 광진구 자양로39길 20, 1층 (구의동)",기타 휴게음식점,"37.5491236, 127.0883938"
1443,1443,"서울특별시 광진구 영화사로 64-1, 1층 (구의동)",기타 휴게음식점,"37.5546912, 127.0962488"
1444,1444,"서울특별시 광진구 광장로5길 25-1, 3층 (광장동, 소양주기철기념관점)",커피숍,"37.5496799, 127.1043367"
1445,1445,"서울특별시 광진구 능동로 141, 1층 (화양동)",기타 휴게음식점,"37.5340314, 127.0678046"
1446,1446,"서울특별시 광진구 군자로 129, 1층 (군자동)",기타 휴게음식점,"37.5433395, 127.071636"
1447,1447,"서울특별시 광진구 능동로 373, 3층 (중곡동)",기타 휴게음식점,"37.5340314, 127.0678046"
1449,1449,"서울특별시 광진구 자양로53길 70, 1층 (중곡동)",기타 휴게음식점,"37.5559072, 127.090805"
1450,1450,"서울특별시 광진구 자양로 113, 1층 103-4호 (자양동)",일반조리판매,"37.537900699999994, 127.0830614590785"
1451,1451,"서울특별시 광진구 아차산로70길 22, 1층 (광장동)",커피숍,"37.5392797, 127.0983829"
1452,1452,"서울특별시 광진구 자양로30길 29, 1층 (구의동)",기타 휴게음식점,"37.5431522, 127.0878508"
1453,1453,"서울특별시 광진구 능동로 92, 지하1층 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
1454,1454,"서울특별시 광진구 능동로32길 50, 1층 (능동)",커피숍,"37.5554482, 127.078579"
1455,1455,"서울특별시 광진구 능동로 92, 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1456,1456,"서울특별시 광진구 강변역로 53, 1층 214-04호 (구의동)",편의점,"37.5351109, 127.0947415"
1457,1457,"서울특별시 광진구 능동로36길 168, 1층 (능동)",편의점,"37.5565026, 127.0790563"
1459,1459,"서울특별시 광진구 광나루로 604, 1층 102호 (구의동)",기타 휴게음식점,"37.54006, 127.09724"
1460,1460,"서울특별시 광진구 면목로 67, 1층 (중곡동)",기타 휴게음식점,"37.5671595, 127.0819519"
1461,1461,"서울특별시 광진구 영화사로7길 4, 지1층 (중곡동)",편의점,"37.5570421, 127.0929613"
1462,1462,"서울특별시 광진구 뚝섬로 470, 에이동 1층 101호 (자양동)",커피숍,"37.53347, 127.0883"
1463,1463,"서울특별시 광진구 광나루로 562, 1층 (구의동)",기타 휴게음식점,"37.54006, 127.09724"
1464,1464,"서울특별시 광진구 긴고랑로9길 7, 1층 131호 (중곡동)",기타 휴게음식점,"37.564859, 127.0814982"
1465,1465,"서울특별시 광진구 아차산로 200, 2층 (자양동)",커피숍,"37.538847, 127.0919729"
1466,1466,"서울특별시 광진구 광장로 45, 1층 102호 (광장동)",기타 휴게음식점,"37.5473486, 127.1041974"
1467,1467,"서울특별시 광진구 능동로 317, 1층 (중곡동)",기타 휴게음식점,"37.5340314, 127.0678046"
1468,1468,"서울특별시 광진구 아차산로70길 17-21, 1층 102호 (광장동)",커피숍,"37.5392797, 127.0983829"
1469,1469,"서울특별시 광진구 동일로20길 50, 2층 (자양동)",기타 휴게음식점,"37.5405118, 127.0668855"
1470,1470,"서울특별시 광진구 능동로 92, 지하1층 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
1471,1471,"서울특별시 광진구 천호대로 642, 1-2층 (능동)",커피숍,"37.5534728, 127.0884141"
1472,1472,"서울특별시 광진구 아차산로 552, 상가동 지1층 B02호 (광장동)",커피숍,"37.538847, 127.0919729"
1474,1474,"서울특별시 광진구 능동로 216, 1층 (능동, 팔각당)",커피숍,"37.5340314, 127.0678046"
1475,1475,"서울특별시 광진구 동일로 422, 1층 (중곡동)",기타 휴게음식점,"37.5393636, 127.0624104"
1476,1476,"서울특별시 광진구 광장로5길 24, 1층 (광장동)",커피숍,"37.5485964, 127.1048619"
1477,1477,"서울특별시 광진구 아차산로57길 41, 1층 (구의동)",편의점,"37.5398811, 127.0884729"
1478,1478,"서울특별시 광진구 광나루로17길 10, 1층 (군자동)",기타 휴게음식점,"37.5487957, 127.0727108"
1479,1479,"서울특별시 광진구 자양로18길 65, 1층 (구의동)",기타 휴게음식점,"37.5381339, 127.0865345"
1480,1480,"서울특별시 광진구 천호대로 573, 1층 (중곡동)",기타 휴게음식점,"37.5566486, 127.0819388"
1481,1481,"서울특별시 광진구 아차산로 272, 지하1층 71-1,95호호 (자양동)",기타 휴게음식점,"37.538418, 127.07323878135787"
1482,1482,"서울특별시 광진구 능동로 216, 1층 (능동, 어린이대공원 모험의나라)",편의점,"37.5340314, 127.0678046"
1483,1483,"서울특별시 광진구 아차산로 288, 1층 (자양동)",기타 휴게음식점,"37.538847, 127.0919729"
1485,1485,"서울특별시 광진구 아차산로33길 26, 1층 (화양동)",아이스크림,"37.5418162, 127.0705566"
1486,1486,"서울특별시 광진구 동일로26길 16, 1층 (화양동)",기타 휴게음식점,"37.5452704, 127.0668275"
1487,1487,"서울특별시 광진구 아차산로 272, 지하1층 (자양동, 자양이마트)",기타 휴게음식점,"37.538418, 127.07323878135787"
1488,1488,"서울특별시 광진구 뚝섬로44길 56, 1층 (자양동)",기타 휴게음식점,"37.5307434, 127.0757161"
1489,1489,"서울특별시 광진구 용마산로3길 104, 1층 (중곡동)",기타 휴게음식점,"37.5567254, 127.0843354"
1490,1490,"서울특별시 광진구 능동로19길 35, 2층 203호 (화양동, 광진코지웰)",기타 휴게음식점,"37.5468693, 127.0727958"
1491,1491,"서울특별시 광진구 능동로 216, 1층 (능동, 어린이대공원정문)",편의점,"37.5340314, 127.0678046"
1492,1492,"서울특별시 광진구 자양로 113, 1층 105호 (자양동)",커피숍,"37.537900699999994, 127.0830614590785"
1493,1493,"서울특별시 광진구 아차산로 200, 3층 (자양동)",일반조리판매,"37.538847, 127.0919729"
1494,1494,"서울특별시 광진구 천호대로 562, 1층 (능동)",편의점,"37.5534728, 127.0884141"
1495,1495,"서울특별시 광진구 광장로1길 26, 1층 (광장동)",기타 휴게음식점,"37.547471, 127.1030548"
1496,1496,"서울특별시 광진구 구의강변로 106, 101동 1층 101호 (구의동)",기타 휴게음식점,"37.53552, 127.09211"
1497,1497,"서울특별시 광진구 군자로 69, 2층 (군자동)",일반조리판매,"37.5433395, 127.071636"
1498,1498,"서울특별시 광진구 광나루로 562, 1층 (구의동)",기타 휴게음식점,"37.54006, 127.09724"
1500,1500,"서울특별시 광진구 능동로 216, 1층 (능동, 서울어린이대공원  일원)",일반조리판매,"37.5340314, 127.0678046"
1501,1501,"서울특별시 광진구 천호대로 661, 1층 (구의동)",커피숍,"37.5534728, 127.0884141"
1502,1502,"서울특별시 광진구 자양로5길 19, 1층 (자양동)",커피숍,"37.53124, 127.0843194"
1503,1503,"서울특별시 광진구 동일로20길 72, 1층 (자양동)",기타 휴게음식점,"37.5405118, 127.0668855"
1504,1504,"서울특별시 광진구 동일로22길 117-19, 지층 (화양동)",기타 휴게음식점,"37.5416499, 127.0674994"
1505,1505,"서울특별시 광진구 아차산로 591, 1층 (광장동)",커피숍,"37.538847, 127.0919729"
1506,1506,"서울특별시 광진구 뚝섬로56길 29, 1층 (자양동)",일반조리판매,"37.5298042, 127.0821658"
1507,1507,"서울특별시 광진구 자양로13길 99, 지층 (자양동)",기타 휴게음식점,"37.5329309, 127.0804176"
1508,1508,"서울특별시 광진구 긴고랑로 132-1, 1층 (중곡동)",기타 휴게음식점,"37.56369, 127.0782554"
1509,1509,"서울특별시 광진구 자양로 144, 1층 (구의동)",편의점,"37.5287142, 127.0883594"
1510,1510,"서울특별시 광진구 아차산로70길 26, 1층 101호 (광장동)",기타 휴게음식점,"37.5392797, 127.0983829"
1511,1511,"서울특별시 광진구 능동로8길 19, 1층 (자양동)",기타 휴게음식점,"37.5364687, 127.0700048"
1513,1513,"서울특별시 광진구 용마산로16길 18, 1층 (중곡동)",커피숍,"37.5621276, 127.0878949"
1514,1514,"서울특별시 광진구 능동로32길 11, 1층 (능동)",편의점,"37.5554482, 127.078579"
1515,1515,"서울특별시 광진구 능동로10길 109, 1층 (자양동)",기타 휴게음식점,"37.5369534, 127.0711165"
1516,1516,"서울특별시 광진구 아차산로 635, 상가동 1층 1호 (광장동)",커피숍,"37.538847, 127.0919729"
1518,1518,"서울특별시 광진구 영화사로 96, 1층 (구의동)",편의점,"37.5525116, 127.0995989"
1519,1519,"서울특별시 광진구 용마산로7길 29, 1층 (중곡동)",기타 휴게음식점,"37.5594652, 127.0859312"
1520,1520,"서울특별시 광진구 아차산로76가길 24, 1층 (광장동)",커피숍,"37.5471189, 127.1071945"
1521,1521,"서울특별시 광진구 용마산로1길 31, 1층 (중곡동)",커피숍,"37.55511805, 127.08670924198819"
1523,1523,"서울특별시 광진구 동일로20길 8, 1층 (자양동)",기타 휴게음식점,"37.5405118, 127.0668855"
1524,1524,"서울특별시 광진구 능동로51길 19, 1층 (중곡동)",기타 휴게음식점,"37.5661935, 127.0827744"
1525,1525,"서울특별시 광진구 자양로22길 45, 1층 (구의동)",커피숍,"37.5396939, 127.0857016"
1526,1526,"서울특별시 광진구 군자로6길 50-5, 1층 (화양동)",커피숍,"37.5459313, 127.0717523"
1527,1527,"서울특별시 광진구 구의로4길 11, 1층 (구의동)",커피숍,"37.540428, 127.0916351"
1528,1528,"서울특별시 광진구 자양로 279-1, 1층 (구의동)",일반조리판매,"37.5446744, 127.0850192"
1529,1529,"서울특별시 광진구 능동로 354, 1층 (중곡동)",기타 휴게음식점,"37.5340314, 127.0678046"
1530,1530,"서울특별시 광진구 능동로35길 7, 2층 (군자동)",기타 휴게음식점,"37.5570836, 127.0775605"
1531,1531,"서울특별시 광진구 광나루로 532, 1층 (구의동)",편의점,"37.54006, 127.09724"
1532,1532,"서울특별시 광진구 능동로 372, 지층 (중곡동)",기타 휴게음식점,"37.5340314, 127.0678046"
1533,1533,"서울특별시 광진구 천호대로 808, 제1202동 지하1층 101호 (광장동)",커피숍,"37.5534728, 127.0884141"
1534,1534,"서울특별시 광진구 자양번영로 45, 3층 (자양동)",기타 휴게음식점,"37.529737, 127.0746347"
1535,1535,"서울특별시 광진구 능동로 209, 2층 (군자동, 학생회관)",기타 휴게음식점,"37.5510717, 127.0752624"
1536,1536,"서울특별시 광진구 자양번영로 32, 지층 (자양동)",기타 휴게음식점,"37.529737, 127.0746347"
1537,1537,"서울특별시 광진구 아차산로51길 41, 1층 (구의동)",편의점,"37.5396332, 127.084892"
1538,1538,"서울특별시 광진구 천호대로112길 39, 1층 (능동)",커피숍,"37.5542428, 127.0800908"
1539,1539,"서울특별시 광진구 천호대로134길 2, 1층 (구의동)",패스트푸드,"37.5481493, 127.0897315"
1540,1540,"서울특별시 광진구 자양로53길 96, 1층 (중곡동)",기타 휴게음식점,"37.5559072, 127.090805"
1541,1541,"서울특별시 광진구 면목로 140, 1층 (중곡동)",일반조리판매,"37.5671595, 127.0819519"
1542,1542,"서울특별시 광진구 용마산로21길 27, 1층 (중곡동)",기타 휴게음식점,"37.5620507, 127.0850268"
1543,1543,"서울특별시 광진구 뚝섬로54길 31, 1층 (자양동)",일반조리판매,"37.5297019, 127.08053"
