,Unnamed: 0,도로명주소,업태구분명,좌표
1656,1656,"서울특별시 광진구 아차산로30길 26, 1층 108-2호 (자양동)",커피숍,"37.539866, 127.0674768"
1657,1657,"서울특별시 광진구 아차산로 613, 지하1층 (광장동)",일반조리판매,"37.538847, 127.0919729"
1658,1658,"서울특별시 광진구 아차산로30길 26, 1층 104호 (자양동)",기타 휴게음식점,"37.539866, 127.0674768"
1659,1659,"서울특별시 광진구 용마산로22길 20, 1층 (중곡동)",편의점,"37.5636661, 127.0882127"
1660,1660,"서울특별시 광진구 구의강변로 93, 경복빌딩 1층 (구의동)",커피숍,"37.53552, 127.09211"
1661,1661,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 1층 (자양동)",편의점,"37.5340385, 127.0783474"
1662,1662,"서울특별시 광진구 긴고랑로25길 29, 종호빌딩 1층 (중곡동)",편의점,"37.5613848, 127.0861269"
1663,1663,"서울특별시 광진구 능동로 50, 상가동 1층 104호 (자양동, 이튼타워리버2차)",커피숍,"37.5340314, 127.0678046"
1664,1664,"서울특별시 광진구 자양로30길 79, 1층 (구의동)",편의점,"37.5431522, 127.0878508"
1665,1665,"서울특별시 광진구 동일로54길 19, 1층 (군자동)",커피숍,"37.5552881, 127.0725023"
1666,1666,"서울특별시 광진구 천호대로 655, 2층 (중곡동)",패스트푸드,"37.5534728, 127.0884141"
1667,1667,"서울특별시 광진구 능동로40길 19, 1층 101호 (중곡동, 유정아트빌)",커피숍,"37.55804605, 127.0812862522919"
1668,1668,"서울특별시 광진구 답십리로86길 16, 1층 (중곡동)",편의점,"37.5702885, 127.0844774"
1669,1669,"서울특별시 광진구 광나루로 531, 1층 (구의동)",커피숍,"37.54006, 127.09724"
1670,1670,"서울특별시 광진구 아차산로70길 26, 1층 101호 (광장동, 광희현대타워)",편의점,"37.5392797, 127.0983829"
1671,1671,"서울특별시 광진구 자양로22길 23, 1층 (구의동)",커피숍,"37.5396939, 127.0857016"
1672,1672,"서울특별시 광진구 뚝섬로 644, 1층 (자양동)",편의점,"37.53347, 127.0883"
1674,1674,"서울특별시 광진구 능동로6길 14, 1층 (자양동)",커피숍,"37.5338864, 127.0687964"
1675,1675,"서울특별시 광진구 능동로 420-1, 1층 (중곡동)",커피숍,"37.5424924, 127.071777"
1676,1676,"서울특별시 광진구 능동로 216, 어린이대공원 1층 (능동)",푸드트럭,"37.5340314, 127.0678046"
1677,1677,"서울특별시 광진구 자양로22길 18, 1층 (구의동)",커피숍,"37.5396939, 127.0857016"
1678,1678,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지층 A-005호 (구의동)",일반조리판매,"37.5349372, 127.0957088"
1679,1679,"서울특별시 광진구 능동로 117, 1층 2호 (화양동)",패스트푸드,"37.5340314, 127.0678046"
1680,1680,"서울특별시 광진구 자양로 319, 1층 101호 (구의동, 한가온 빌)",편의점,"37.5287142, 127.0883594"
1681,1681,"서울특별시 광진구 광나루로56길 66, 구의현대2단지아파트 1층 103호 (구의동)",커피숍,"37.53781, 127.09669"
1682,1682,"서울특별시 광진구 아차산로 345, 래미안프리미어팰리스 1층 122호 (자양동)",편의점,"37.538847, 127.0919729"
1683,1683,"서울특별시 광진구 능동로 120, 건국대학교 쿨하우스레이크홀 지하1층 (화양동)",커피숍,"37.54184695, 127.07711486219412"
1684,1684,"서울특별시 광진구 능동로21길 65, 1층 (군자동)",커피숍,"37.5518361, 127.0758261"
1685,1685,"서울특별시 광진구 자양로45길 18, 1층 101호 (구의동)",커피숍,"37.5539045, 127.0904232"
1686,1686,"서울특별시 광진구 아차산로 216-12, 1층 (자양동)",커피숍,"37.538847, 127.0919729"
1687,1687,"서울특별시 광진구 뚝섬로32길 62, 미래인테리어 1층 (자양동)",편의점,"37.5346978, 127.067068"
1688,1688,"서울특별시 광진구 구천면로 14, 광진구민체육센타 2층 (광장동)",커피숍,"37.5462597, 127.1085871"
1689,1689,"서울특별시 광진구 아차산로 200, 1층 (자양동)",커피숍,"37.538847, 127.0919729"
1690,1690,"서울특별시 광진구 동일로72길 9, 1층 (중곡동)",편의점,"37.5659826, 127.0791167"
1691,1691,"서울특별시 광진구 천호대로125길 72, 1층 (중곡동)",편의점,"37.5544466, 127.0871449"
1692,1692,"서울특별시 광진구 자양로 281, 누리빌딩 지층 (구의동)",일반조리판매,"37.5287142, 127.0883594"
1693,1693,"서울특별시 광진구 아차산로 200, 3층 (자양동)",커피숍,"37.538847, 127.0919729"
1694,1694,"서울특별시 광진구 면목로 132-1, 1층 (중곡동)",일반조리판매,"37.5607168, 127.0784142"
1695,1695,"서울특별시 광진구 동일로22길 117-26, 지하1,1,2,층 (화양동)",커피숍,"37.5416499, 127.0674994"
1696,1696,"서울특별시 광진구 능동로13길 39, GS슈퍼마켓 1층 (화양동)",일반조리판매,"37.543819, 127.0698061"
1697,1697,"서울특별시 광진구 자양번영로 84-1, 지하1층 (자양동)",일반조리판매,"37.5356431, 127.0764146"
1698,1698,"서울특별시 광진구 자양번영로 56-1, 1층 (자양동)",편의점,"37.5356431, 127.0764146"
1699,1699,"서울특별시 광진구 능동로16길 54, 1층 (화양동)",커피숍,"37.545182100000005, 127.07603830631629"
1700,1700,"서울특별시 광진구 아차산로69길 4, 1층 (광장동)",일반조리판매,"37.5428876, 127.0984083"
1701,1701,"서울특별시 광진구 자양로 276, 지하1층 (구의동)",편의점,"37.5287142, 127.0883594"
1702,1702,"서울특별시 광진구 광장로 71-1, 1층 103호 (광장동)",커피숍,"37.5473486, 127.1041974"
1703,1703,"서울특별시 광진구 긴고랑로11길 29, 1층 (중곡동)",커피숍,"37.5646595, 127.082065"
1704,1704,"서울특별시 광진구 능동로38길 27, SUN S 빌딩 1층 (중곡동)",커피숍,"37.5573541, 127.0815126916385"
1705,1705,"서울특별시 광진구 긴고랑로11길 30, 1층 (중곡동)",일반조리판매,"37.5646595, 127.082065"
1706,1706,"서울특별시 광진구 동일로4길 43, 1층 (자양동)",커피숍,"37.5353403, 127.0643111"
1707,1707,"서울특별시 광진구 아차산로31길 28, 지하1층 (화양동)",커피숍,"37.5423219, 127.0698776"
1708,1708,"서울특별시 광진구 능동로 143, 지하1층 (화양동)",커피숍,"37.5340314, 127.0678046"
1709,1709,"서울특별시 광진구 긴고랑로9길 24, 1층 (중곡동)",일반조리판매,"37.564859, 127.0814982"
1710,1710,"서울특별시 광진구 천호대로136길 56, 1층 (구의동)",커피숍,"37.547771, 127.0902816"
1711,1711,"서울특별시 광진구 군자로 70, 동일흥업주식회사 나동 1층 104호 (군자동)",커피숍,"37.5433395, 127.071636"
1712,1712,"서울특별시 광진구 능동로 92, 롯데백화점 지하2층 201호 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
1713,1713,"서울특별시 광진구 아차산로 243, 2호선 건대입구역 2층 212-006호 (화양동)",일반조리판매,"37.5403626, 127.069384"
1714,1714,"서울특별시 광진구 영화사로 52, 1층 (중곡동)",편의점,"37.5525116, 127.0995989"
1715,1715,"서울특별시 광진구 자양번영로 76, 1층 (자양동)",커피숍,"37.529737, 127.0746347"
1716,1716,"서울특별시 광진구 능동로 284, 주2 1,2층 (능동)",커피숍,"37.5340314, 127.0678046"
1717,1717,"서울특별시 광진구 뚝섬로56길 34, 1층 (자양동)",편의점,"37.5298042, 127.0821658"
1718,1718,"서울특별시 광진구 아차산로78길 75, 지하1층 (광장동)",커피숍,"37.5515555, 127.111145"
1719,1719,"서울특별시 광진구 군자로10길 25, 1층 101호 (군자동)",기타 휴게음식점,"37.5495054, 127.0724805"
1720,1720,"서울특별시 광진구 자양번영로1길 24, 1층 (자양동)",커피숍,"37.5308138, 127.0734922"
1721,1721,"서울특별시 광진구 능동로 209, 세종대학교앞 (군자동)",푸드트럭,"37.5510717, 127.0752624"
1722,1722,"서울특별시 광진구 면목로 202, 1층 (중곡동)",일반조리판매,"37.5671595, 127.0819519"
1723,1723,"서울특별시 광진구 자양로28길 18, 1층 102호 (구의동)",일반조리판매,"37.541602, 127.0888944"
1724,1724,"서울특별시 광진구 자양로9길 70, 1층 (자양동)",편의점,"37.5327163, 127.0810967"
1725,1725,"서울특별시 광진구 면목로 161, 중곡빌딩 1층 (중곡동)",편의점,"37.5671595, 127.0819519"
1726,1726,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 9층 21,22,23호 (구의동)",패스트푸드,"37.5349372, 127.0957088"
1727,1727,"서울특별시 광진구 천호대로123길 56, 1층 (중곡동)",커피숍,"37.55767005, 127.08665598523112"
1728,1728,"서울특별시 광진구 뚝섬로 625, 1층 (자양동)",커피숍,"37.53347, 127.0883"
1729,1729,"서울특별시 광진구 구의로4길 39, 1층 (구의동)",편의점,"37.540428, 127.0916351"
1730,1730,"서울특별시 광진구 능동로 92, 롯데백화점 지층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1731,1731,"서울특별시 광진구 능동로 120-1, 건국대학교병원 5층 (화양동)",커피숍,"37.540619750000005, 127.07231766310619"
1732,1732,"서울특별시 광진구 아차산로29길 33, 1층 (화양동)",패스트푸드,"37.5425828, 127.0689288"
1733,1733,"서울특별시 광진구 뚝섬로57길 40, 1층 101호 (자양동)",커피숍,"37.5331433, 127.0830009"
1734,1734,"서울특별시 광진구 자양로50길 32, 1층 (구의동)",커피숍,"37.552399, 127.0947325"
1735,1735,"서울특별시 광진구 뚝섬로27길 60, 1층 102호 (자양동)",커피숍,"37.536557, 127.0661265"
1736,1736,"서울특별시 광진구 동일로2길 13, 1층 (자양동)",편의점,"37.5355818, 127.061943"
1737,1737,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 1층 (자양동)",일반조리판매,"37.5340385, 127.0783474"
1738,1738,"서울특별시 광진구 면목로17길 6, 1층 (중곡동)",편의점,"37.5705455, 127.0819938"
1739,1739,"서울특별시 광진구 뚝섬로 669, 1층 (자양동)",편의점,"37.53347, 127.0883"
1740,1740,"서울특별시 광진구 동일로 274, 광진빌딩 2층 (군자동)",패스트푸드,"37.5393636, 127.0624104"
1741,1741,"서울특별시 광진구 용마산로16길 18, 1층 (중곡동)",커피숍,"37.5621276, 127.0878949"
1742,1742,"서울특별시 광진구 용마산로22길 16, 동인빌딩 1층 (중곡동)",커피숍,"37.5636661, 127.0882127"
1743,1743,"서울특별시 광진구 자양로 109, 1층 108.109호 (자양동, 구의현대홈시티)",편의점,"37.5287142, 127.0883594"
1744,1744,"서울특별시 광진구 긴고랑로30길 10, 1층 (중곡동)",커피숍,"37.5591309, 127.08653865317831"
1745,1745,"서울특별시 광진구 아차산로 345, 3층 313호 (자양동)",커피숍,"37.538847, 127.0919729"
1746,1746,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1748,1748,"서울특별시 광진구 구의로 10, 1층 (구의동)",편의점,"37.537839, 127.089116"
1749,1749,"서울특별시 광진구 광장로 71, 1층 (광장동)",커피숍,"37.5473486, 127.1041974"
1750,1750,"서울특별시 광진구 천호대로143길 27, 보성빌딩 1층 (광장동)",커피숍,"37.5463502, 127.1032694"
1751,1751,"서울특별시 광진구 아차산로 480, 강변비잔티움 1층 102호 (구의동)",커피숍,"37.538847, 127.0919729"
1752,1752,"서울특별시 광진구 아차산로 219, 삼영빌딩 2층 (화양동)",커피숍,"37.538847, 127.0919729"
1753,1753,"서울특별시 광진구 군자로 30, 1층 (화양동)",기타 휴게음식점,"37.5433395, 127.071636"
1754,1754,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1755,1755,"서울특별시 광진구 광나루로24길 20, 1층 (화양동)",커피숍,"37.5453422, 127.0791408"
1756,1756,"서울특별시 광진구 용마산로16길 18, 1층 (중곡동)",기타 휴게음식점,"37.5621276, 127.0878949"
1757,1757,"서울특별시 광진구 자양로 120, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
1758,1758,"서울특별시 광진구 아차산로 355, 타워더모스트광진아크로텔 1층 105호 (자양동)",편의점,"37.537373450000004, 127.08264626068336"
1759,1759,"서울특별시 광진구 능동로 275, 비전빌딩 1층 (군자동)",편의점,"37.5340314, 127.0678046"
1760,1760,"서울특별시 광진구 광장로 71-1, 1층 102호 (광장동)",편의점,"37.5473486, 127.1041974"
1761,1761,"서울특별시 광진구 용마산로 109, 1층 101호 (중곡동)",커피숍,"37.5678699, 127.0861846"
1762,1762,"서울특별시 광진구 능동로13길 81, 1층 3호 (화양동)",커피숍,"37.54449, 127.0694089"
1763,1763,"서울특별시 광진구 천호대로124길 20, 1층 (능동)",커피숍,"37.5522686, 127.0891866"
1764,1764,"서울특별시 광진구 용마산로 183, 1층 101호 (중곡동)",편의점,"37.5678699, 127.0861846"
1765,1765,"서울특별시 광진구 아차산로 272, 더샵스타시티 지하1층 B128, B129, B130, B131호 (자양동)",커피숍,"37.538418, 127.07323878135787"
1766,1766,"서울특별시 광진구 능동로 50, 1층 107호 (자양동, 이튼타워리버2차)",편의점,"37.5340314, 127.0678046"
1767,1767,"서울특별시 광진구 아차산로51길 77, 1층 (구의동)",커피숍,"37.5396332, 127.084892"
1768,1768,"서울특별시 광진구 구의로4길 16, 1층 (구의동)",커피숍,"37.540428, 127.0916351"
1769,1769,"서울특별시 광진구 자양로 96, 1층 (자양동)",편의점,"37.5287142, 127.0883594"
1770,1770,"서울특별시 광진구 능동로16길 60, 3층 (화양동)",일반조리판매,"37.54524065, 127.07632434185956"
1771,1771,"서울특별시 광진구 강변북로 139, 한강공원뚝섬 (자양동)",푸드트럭,"37.5385782, 127.1008656"
1772,1772,"서울특별시 광진구 면목로 4, 1층 (군자동)",커피숍,"37.557310900000004, 127.07625380175674"
1773,1773,"서울특별시 광진구 광나루로20가길 21, 1층 (화양동)",커피숍,"37.5452096, 127.0749299"
1774,1774,"서울특별시 광진구 강변북로 139, 한강뚝섬공원 수변광장 하단 1층 (자양동)",유원지,"37.5385782, 127.1008656"
1775,1775,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 지하1층 5호 (광장동)",커피숍,"37.5478992, 127.10863"
1776,1776,"서울특별시 광진구 능동로 120-1, 건국대학교병원 1층 (화양동)",커피숍,"37.540619750000005, 127.07231766310619"
1777,1777,"서울특별시 광진구 능동로 92, 롯데백화점 10층 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
1778,1778,"서울특별시 광진구 광나루로 398, 1층 (화양동)",커피숍,"37.54006, 127.09724"
1779,1779,"서울특별시 광진구 아차산로65길 78, 1층 101호 (구의동, 바우하우스)",편의점,"37.5423162, 127.0924311"
1780,1780,"서울특별시 광진구 동일로 92-1, 1층 (자양동)",편의점,"37.5632661, 127.0760945"
1781,1781,"서울특별시 광진구 구의강변로 96, 현대아파트 상가동 1층 105호 (구의동)",기타 휴게음식점,"37.53552, 127.09211"
1782,1782,"서울특별시 광진구 광나루로36길 69, 1층 (구의동, 대영주택)",편의점,"37.5435491, 127.0864008"
1783,1783,"서울특별시 광진구 아차산로65길 8, 1층 (구의동)",커피숍,"37.5423162, 127.0924311"
1784,1784,"서울특별시 광진구 능동로4길 17, 원우상가 2층 201호 (자양동)",키즈카페,"37.5320251, 127.0701166"
1785,1785,"서울특별시 광진구 능동로3가길 16, 1층 101호 (자양동)",기타 휴게음식점,"37.5332034, 127.0654906"
1786,1786,"서울특별시 광진구 자양로15길 43-1, 1층 (자양동)",커피숍,"37.5340385, 127.0783474"
1787,1787,"서울특별시 광진구 동일로20길 83, 2층 201호 (자양동)",커피숍,"37.5405118, 127.0668855"
1788,1788,"서울특별시 광진구 천호대로124길 72, 1층 (능동)",커피숍,"37.5522686, 127.0891866"
1789,1789,"서울특별시 광진구 능동로 141, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
1790,1790,"서울특별시 광진구 자양로 153, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
1791,1791,"서울특별시 광진구 광나루로56길 63, 현대프라임아파트 1층 106호 (구의동)",커피숍,"37.53781, 127.09669"
1792,1792,"서울특별시 광진구 천호대로 562, 쥬얼테크 지하1층 (능동)",기타 휴게음식점,"37.5534728, 127.0884141"
1793,1793,"서울특별시 광진구 아차산로29길 8, 1층 104호 (화양동)",기타 휴게음식점,"37.5425828, 127.0689288"
1794,1794,"서울특별시 광진구 긴고랑로 35, 1층 (중곡동)",커피숍,"37.56369, 127.0782554"
1795,1795,"서울특별시 광진구 능동로13길 39, 한아름건물 3층 (화양동)",커피숍,"37.543819, 127.0698061"
1796,1796,"서울특별시 광진구 긴고랑로22길 52, 1층 102호 (중곡동, 대영빌라트)",편의점,"37.5606438, 127.0842583"
1797,1797,"서울특별시 광진구 광나루로 604, 진넥스 베르디엠 1층 105호 (구의동)",패스트푸드,"37.54006, 127.09724"
1798,1798,"서울특별시 광진구 자양로43길 42, 1층 (구의동)",커피숍,"37.5511317, 127.0910025"
1799,1799,"서울특별시 광진구 뚝섬로52가길 31, 1층 104호 (자양동)",커피숍,"37.5305113, 127.080828"
1800,1800,"서울특별시 광진구 뚝섬로41길 8, 1층 (자양동)",기타 휴게음식점,"37.5340589, 127.0750327"
1801,1801,"서울특별시 광진구 광나루로54길 83, 1층 102호 (구의동)",커피숍,"37.5391502, 127.0952275"
1802,1802,"서울특별시 광진구 아차산로 360, 서원빌딩 1층 (자양동)",커피숍,"37.538847, 127.0919729"
1803,1803,"서울특별시 광진구 천호대로 676, 1층 (구의동)",커피숍,"37.5534728, 127.0884141"
1804,1804,"서울특별시 광진구 자양로15길 100, 1층 (자양동)",커피숍,"37.5340385, 127.0783474"
1805,1805,"서울특별시 광진구 뚝섬로 541, 지하1층 (자양동)",커피숍,"37.53347, 127.0883"
1806,1806,"서울특별시 광진구 천호대로117길 58, 2층 (중곡동)",커피숍,"37.557545000000005, 127.0853606877907"
1807,1807,"서울특별시 광진구 동일로30길 28, 1층 (화양동)",편의점,"37.5475933, 127.0685291"
1808,1808,"서울특별시 광진구 광나루로 604, 진넥스 베르디엠 1층 104호 (구의동)",편의점,"37.54006, 127.09724"
1809,1809,"서울특별시 광진구 광나루로 410, KCC파크타운 1층 108호 (화양동)",편의점,"37.54006, 127.09724"
1810,1810,"서울특별시 광진구 구의로 4, 3층 2호 (구의동)",커피숍,"37.537839, 127.089116"
1811,1811,"서울특별시 광진구 아차산로 450-2, 1층 (구의동)",커피숍,"37.5374031, 127.0873679"
1812,1812,"서울특별시 광진구 아차산로70길 22, 1층 (광장동)",커피숍,"37.5392797, 127.0983829"
1813,1813,"서울특별시 광진구 아차산로25길 77, 1층 (화양동)",편의점,"37.5428985, 127.067241"
1814,1814,"서울특별시 광진구 능동로 36, 지하1층 (자양동)",커피숍,"37.5340314, 127.0678046"
1815,1815,"서울특별시 광진구 능동로47길 30, 광성시장 1층 (중곡동)",패스트푸드,"37.5633468, 127.0813451"
1816,1816,"서울특별시 광진구 자양로42길 20, 1층 (구의동)",커피숍,"37.5487775, 127.0914096"
1817,1817,"서울특별시 광진구 아차산로31길 54, 1층 (화양동)",커피숍,"37.5423219, 127.0698776"
1818,1818,"서울특별시 광진구 자양로11길 11-1, 1층 (자양동)",편의점,"37.5338846, 127.0824421"
1819,1819,"서울특별시 광진구 자양로22길 24, 천서빌딩 지하1층 (구의동)",기타 휴게음식점,"37.5395909, 127.0848414"
1820,1820,"서울특별시 광진구 광나루로20가길 21, 1층 (화양동)",커피숍,"37.5452096, 127.0749299"
1821,1821,"서울특별시 광진구 구의강변로 106, 101동 1층 111호 (구의동, 구의동삼성쉐르빌)",커피숍,"37.53552, 127.09211"
1822,1822,"서울특별시 광진구 광나루로36길 20, 1층 (구의동)",커피숍,"37.5435491, 127.0864008"
1824,1824,"서울특별시 광진구 자양로28길 10, 1층 (구의동)",일반조리판매,"37.541602, 127.0888944"
1825,1825,"서울특별시 광진구 뚝섬로24길 26, 1층 (자양동)",커피숍,"37.5347614, 127.0630491"
1826,1826,"서울특별시 광진구 능동로3길 14, 1층 (자양동)",커피숍,"37.5335692, 127.0665157"
1827,1827,"서울특별시 광진구 구의로 59, 1층 103호 (구의동)",커피숍,"37.537839, 127.089116"
1828,1828,"서울특별시 광진구 능동로16길 35, 1층 (화양동)",편의점,"37.5447699, 127.0746877"
1829,1829,"서울특별시 광진구 아차산로65길 24, 1층 (구의동)",커피숍,"37.5423162, 127.0924311"
1830,1830,"서울특별시 광진구 용마산로 174, 상가동 1층 105호 (중곡동, 에스케이아파트)",편의점,"37.5678699, 127.0861846"
1831,1831,"서울특별시 광진구 광나루로 545, 상가A동 1층 3호 (구의동)",편의점,"37.54006, 127.09724"
1832,1832,"서울특별시 광진구 자양로50길 18, 1층 (구의동)",편의점,"37.552399, 127.0947325"
1833,1833,"서울특별시 광진구 능동로 209, 세종대학교 (군자동)",푸드트럭,"37.5510717, 127.0752624"
1834,1834,"서울특별시 광진구 동일로20길 114, 1층 (자양동)",편의점,"37.5405118, 127.0668855"
1835,1835,"서울특별시 광진구 능동로 36, 1층 (자양동)",커피숍,"37.5340314, 127.0678046"
1836,1836,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1838,1838,"서울특별시 광진구 광나루로26길 28, 1층 (화양동)",커피숍,"37.5454108, 127.0773245"
1839,1839,"서울특별시 광진구 아차산로 272, 더샵스타시티 롯데시네마 2층 (자양동)",커피숍,"37.538418, 127.07323878135787"
1840,1840,"서울특별시 광진구 능동로 334, 경남빌딩 1층 (중곡동)",커피숍,"37.5593773, 127.08098113603998"
1841,1841,"서울특별시 광진구 긴고랑로9길 29, 1층 101호 (중곡동)",커피숍,"37.564859, 127.0814982"
1842,1842,"서울특별시 광진구 동일로 360, 우인아트홀 1층 (중곡동)",커피숍,"37.5393636, 127.0624104"
1843,1843,"서울특별시 광진구 구의로16길 30, 1층 101호 (구의동)",커피숍,"37.5437397, 127.0915066"
1844,1844,"서울특별시 광진구 자양로13길 103, 1층 (자양동)",커피숍,"37.5329309, 127.0804176"
1845,1845,"서울특별시 광진구 뚝섬로52라길 7, 1층 101호 (자양동, 라임팰리스)",커피숍,"37.5291933, 127.0813103"
1846,1846,"서울특별시 광진구 자양로 172, 1층 101호 (구의동, 솔렌시아2)",커피숍,"37.5287142, 127.0883594"
1847,1847,"서울특별시 광진구 자양로39길 20, 1층 (구의동)",일반조리판매,"37.5491236, 127.0883938"
1848,1848,"서울특별시 광진구 능동로 366, 비버리캐슬 1층 101 일부호 (중곡동)",커피숍,"37.5340314, 127.0678046"
1849,1849,"서울특별시 광진구 자양로51길 22, 성보빌딩 1층 (구의동)",편의점,"37.5540112, 127.0923149"
1850,1850,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1851,1851,"서울특별시 광진구 능동로13길 103, 1층 (화양동)",편의점,"37.54449, 127.0694089"
1852,1852,"서울특별시 광진구 아차산로 200, 1층 (자양동)",일반조리판매,"37.538847, 127.0919729"
1853,1853,"서울특별시 광진구 용마산로24길 14, 1층 (중곡동)",편의점,"37.5652341, 127.087498"
1854,1854,"서울특별시 광진구 동일로18길 44, 1층 (자양동)",편의점,"37.5390686, 127.0661496"
1855,1855,"서울특별시 광진구 광나루로36길 42, 1층 (구의동)",일반조리판매,"37.5435491, 127.0864008"
1856,1856,"서울특별시 광진구 뚝섬로52라길 47, 1층 (자양동)",편의점,"37.5291933, 127.0813103"
1857,1857,"서울특별시 광진구 면목로 67-4, 1층 102호 (중곡동)",커피숍,"37.5671595, 127.0819519"
1858,1858,"서울특별시 광진구 능동로 258, 천지빌딩 1층 (능동)",편의점,"37.5340314, 127.0678046"
1859,1859,"서울특별시 광진구 자양번영로 32, 1층 102,103호 (자양동)",편의점,"37.529737, 127.0746347"
1860,1860,"서울특별시 광진구 아차산로 613, 1층 (광장동)",커피숍,"37.538847, 127.0919729"
1861,1861,"서울특별시 광진구 긴고랑로 78, 1층 (중곡동)",커피숍,"37.56369, 127.0782554"
1862,1862,"서울특별시 광진구 구의강변로 38, 동서울호텔 VR센터 2층 (구의동)",관광호텔,"37.53552, 127.09211"
1863,1863,"서울특별시 광진구 아차산로40길 62, 1층 (자양동)",편의점,"37.5363051, 127.0781832"
1865,1865,"서울특별시 광진구 군자로 162, 1층 (군자동)",커피숍,"37.5433395, 127.071636"
1866,1866,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1867,1867,"서울특별시 광진구 천호대로 697, 1층 (구의동)",커피숍,"37.5534728, 127.0884141"
1868,1868,"서울특별시 광진구 군자로 149, 1층 (군자동)",기타 휴게음식점,"37.5433395, 127.071636"
1869,1869,"서울특별시 광진구 천호대로 666, 1층 106-2호 (구의동)",커피숍,"37.5534728, 127.0884141"
1870,1870,"서울특별시 광진구 자양번영로 20, 자양빌딩 2층 (자양동)",기타 휴게음식점,"37.529737, 127.0746347"
1871,1871,"서울특별시 광진구 긴고랑로8길 60, 1층 (중곡동)",커피숍,"37.561565, 127.078102"
1872,1872,"서울특별시 광진구 아차산로25길 24, 1층 (화양동)",일반조리판매,"37.5428985, 127.067241"
1873,1873,"서울특별시 광진구 광나루로56길 34, 구의현대2단지 종합상가동 4층 404호 (구의동)",커피숍,"37.53781, 127.09669"
1874,1874,"서울특별시 광진구 천호대로109길 18, 1층 (중곡동)",커피숍,"37.5575651, 127.08128275"
1875,1875,"서울특별시 광진구 자양로38길 25, 1층 (구의동)",편의점,"37.5464972, 127.0911124"
1876,1876,"서울특별시 광진구 능동로 18, 2층 207호 (자양동, 이튼타워리버3차)",커피숍,"37.5340314, 127.0678046"
1877,1877,"서울특별시 광진구 아차산로 243, 2호선 건대입구역 11호 (화양동)",철도역구내,"37.5403626, 127.069384"
1878,1878,"서울특별시 광진구 아차산로78길 75, 지층 02호 (광장동)",커피숍,"37.5515555, 127.111145"
1879,1879,"서울특별시 광진구 능동로 243, 1,2,3층 (군자동)",커피숍,"37.5520304, 127.07642"
1880,1880,"서울특별시 광진구 광나루로37길 24, 1층 (구의동)",커피숍,"37.5457324, 127.088457"
1881,1881,"서울특별시 광진구 광나루로24길 31-17, 1층 (화양동)",편의점,"37.5453422, 127.0791408"
1882,1882,"서울특별시 광진구 능동로24길 74, 1층 (능동)",편의점,"37.5530878, 127.0804477"
1883,1883,"서울특별시 광진구 아차산로29길 8, 1층 101호 (화양동)",기타 휴게음식점,"37.5425828, 127.0689288"
1884,1884,"서울특별시 광진구 광나루로 496, 3층 (구의동)",커피숍,"37.54006, 127.09724"
1885,1885,"서울특별시 광진구 광장로1길 26, 1층 (광장동)",편의점,"37.547471, 127.1030548"
1886,1886,"서울특별시 광진구 능동로 373, 3층 (중곡동)",일반조리판매,"37.5340314, 127.0678046"
1887,1887,"서울특별시 광진구 면목로 79, 1층 (중곡동)",편의점,"37.5671595, 127.0819519"
1888,1888,"서울특별시 광진구 자양로22길 51, 전진마트 1층 (구의동)",편의점,"37.5396939, 127.0857016"
1889,1889,"서울특별시 광진구 아차산로 262, 지하1층 B107-3호 (자양동, 더샵스타시티)",일반조리판매,"37.538847, 127.0919729"
1890,1890,"서울특별시 광진구 아차산로 479, 지민빌딩 1층 (구의동)",기타 휴게음식점,"37.538847, 127.0919729"
1891,1891,"서울특별시 광진구 자양로 116, 1층 116호 (구의동, 웰츠타워)",편의점,"37.5287142, 127.0883594"
1892,1892,"서울특별시 광진구 능동로 268, 동산빌딩 1층 (능동)",커피숍,"37.5538164, 127.0779179"
1894,1894,"서울특별시 광진구 자양번영로3길 54, 1층 103 (1/2)호 (자양동)",커피숍,"37.5321631, 127.0730672"
1895,1895,"서울특별시 광진구 자양로 178, 동서빌딩 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
